Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
170310 - Cane molasses,"14,778,353",,,1,1,,,United States of America
170390 - Other,"5,384",,,1,1,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","2,109,465",,,4,4,,,United States of America
170490 - Other,"16,222,668",14.05,14.05,10,9,,,United States of America
,1999,"60,487,456",12.80,12.80,47,44,,,United States of America
170111 - - Cane sugar,"668,638",,,2,2,,,United States of America
170112 - - Beet sugar,"1,102,645",,,2,2,,,United States of America
170191 - - Containing added flavouring or colouring matter,"1,029,181",,,1,1,,,United States of America
170199 - - Other,"926,877",,,2,2,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","587,969",,,1,1,,,United States of America
170219 - - Other,"485,580",,,1,1,,,United States of America
170220 - Maple sugar and maple syrup,"627,425",8.50,8.50,2,1,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","2,142,356",,,5,5,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","217,931",,,2,2,,,United States of America
170250 - Chemically pure fructose,"8,815,119",,,1,1,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","35,405",,,3,3,,,United States of America
"170290 - Other, including invert sugar","1,864,603",14.60,14.60,9,8,,,United States of America
170310 - Cane molasses,"18,399,231",,,1,1,,,United States of America
170390 - Other,"10,242",,,1,1,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","5,803,875",,,4,4,,,United States of America
170490 - Other,"17,770,378",15.30,15.30,10,9,,,United States of America
,1998,"52,806,538",13.27,13.27,47,44,,,United States of America
170111 - - Cane sugar,"390,673",,,2,2,,,United States of America
170112 - - Beet sugar,,,,2,2,,,United States of America
170191 - - Containing added flavouring or colouring matter,"529,563",,,1,1,,,United States of America
170199 - - Other,"849,628",,,2,2,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","352,021",,,1,1,,,United States of America
170219 - - Other,"429,204",,,1,1,,,United States of America
170220 - Maple sugar and maple syrup,"604,530",8.70,8.70,2,1,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","2,425,578",,,5,5,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","93,566",,,2,2,,,United States of America
170250 - Chemically pure fructose,"6,173,386",,,1,1,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","13,465",,,3,3,,,United States of America
"170290 - Other, including invert sugar","2,426,244",15.20,15.20,9,8,,,United States of America
170310 - Cane molasses,"15,288,170",,,1,1,,,United States of America
170390 - Other,"351,621",,,1,1,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","3,050,717",,,4,4,,,United States of America
170490 - Other,"19,828,173",15.90,15.90,10,9,,,United States of America
,1997,"45,190,133",14.20,14.20,46,43,,,United States of America
170111 - - Cane sugar,"410,557",,,2,2,,,United States of America
170112 - - Beet sugar,363,,,2,2,,,United States of America
170191 - - Containing added flavouring or colouring matter,"564,151",,,1,1,,,United States of America
170199 - - Other,"661,656",,,2,2,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","484,088",,,1,1,,,United States of America
170219 - - Other,"987,170",,,1,1,,,United States of America
170220 - Maple sugar and maple syrup,"546,993",9.00,9.00,2,1,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,689,504",,,5,5,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","13,302",,,2,2,,,United States of America
170250 - Chemically pure fructose,"6,125,211",,,1,1,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","12,112",,,2,2,,,United States of America
"170290 - Other, including invert sugar","1,793,836",16.40,16.40,9,8,,,United States of America
170310 - Cane molasses,"14,483,619",,,1,1,,,United States of America
170390 - Other,"2,688",,,1,1,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","2,666,309",,,4,4,,,United States of America
170490 - Other,"14,748,576",17.20,17.20,10,9,,,United States of America
,1996,"45,447,590",15.13,15.13,46,43,,,United States of America
170111 - - Cane sugar,"90,762",,,2,2,,,United States of America
170112 - - Beet sugar,"1,206",,,2,2,,,United States of America
170191 - - Containing added flavouring or colouring matter,"419,944",,,1,1,,,United States of America
170199 - - Other,"702,921",,,2,2,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","731,541",,,1,1,,,United States of America
170219 - - Other,"369,624",,,1,1,,,United States of America
170220 - Maple sugar and maple syrup,"396,772",9.30,9.30,2,1,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,270,247",,,5,5,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","13,180",,,2,2,,,United States of America
170250 - Chemically pure fructose,"7,798,030",,,1,1,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","19,262",,,2,2,,,United States of America
"170290 - Other, including invert sugar","2,243,405",17.60,17.60,9,8,,,United States of America
170310 - Cane molasses,"14,746,242",,,1,1,,,United States of America
170390 - Other,"1,371",,,1,1,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","3,251,855",,,4,4,,,United States of America
170490 - Other,"13,391,228",18.50,18.50,10,9,,,United States of America
