Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
170490 - Other,"3,986",38.50,38.50,1,,,,South Africa
,1999,"1,333,233",38.50,38.50,16,,,,South Africa
170111 - - Cane sugar,"54,399",44.00,44.00,1,,,,South Africa
170112 - - Beet sugar,,44.00,44.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,South Africa
170199 - - Other,"1,274,534",44.00,44.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,South Africa
170219 - - Other,"2,880",27.50,27.50,1,,,,South Africa
170220 - Maple sugar and maple syrup,,44.00,44.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,44.00,44.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,44.00,44.00,1,,,,South Africa
170250 - Chemically pure fructose,,44.00,44.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,44.00,44.00,1,,,,South Africa
"170290 - Other, including invert sugar",,44.00,44.00,1,,,,South Africa
170310 - Cane molasses,,16.50,16.50,1,,,,South Africa
170390 - Other,,16.50,16.50,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,44.00,44.00,1,,,,South Africa
170490 - Other,"1,420",44.00,44.00,1,,,,South Africa
,1998,"85,996",33.75,33.75,16,,,,South Africa
170111 - - Cane sugar,"39,403",40.00,40.00,1,,,,South Africa
170112 - - Beet sugar,,40.00,40.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,South Africa
170199 - - Other,"46,593",40.00,40.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,20.00,20.00,1,,,,South Africa
170219 - - Other,,20.00,20.00,1,,,,South Africa
170220 - Maple sugar and maple syrup,,40.00,40.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,40.00,40.00,1,,,,South Africa
170250 - Chemically pure fructose,,40.00,40.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,40.00,40.00,1,,,,South Africa
"170290 - Other, including invert sugar",,40.00,40.00,1,,,,South Africa
170310 - Cane molasses,,10.00,10.00,1,,,,South Africa
170390 - Other,,10.00,10.00,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,40.00,40.00,1,,,,South Africa
170490 - Other,,40.00,40.00,1,,,,South Africa
,1997,"6,373,061",33.13,33.13,16,,,,South Africa
170111 - - Cane sugar,"6,037,909",0.00,0.00,1,,,,South Africa
170112 - - Beet sugar,,0.00,0.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,South Africa
170199 - - Other,"334,877",45.00,45.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,1,,,,South Africa
170219 - - Other,,25.00,25.00,1,,,,South Africa
170220 - Maple sugar and maple syrup,,45.00,45.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,45.00,45.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,45.00,45.00,1,,,,South Africa
170250 - Chemically pure fructose,,45.00,45.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,South Africa
"170290 - Other, including invert sugar",,45.00,45.00,1,,,,South Africa
170310 - Cane molasses,,15.00,15.00,1,,,,South Africa
170390 - Other,275,15.00,15.00,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,South Africa
170490 - Other,,45.00,45.00,1,,,,South Africa
,1996,"196,498",36.75,36.75,16,,,,South Africa
170111 - - Cane sugar,"67,021",0.00,0.00,1,,,,South Africa
170112 - - Beet sugar,,0.00,0.00,1,,,,South Africa
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,South Africa
170199 - - Other,"129,477",52.00,52.00,1,,,,South Africa
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,22.00,22.00,1,,,,South Africa
170219 - - Other,,22.00,22.00,1,,,,South Africa
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,South Africa
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,52.00,52.00,1,,,,South Africa
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,52.00,52.00,1,,,,South Africa
170250 - Chemically pure fructose,,52.00,52.00,1,,,,South Africa
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,South Africa
"170290 - Other, including invert sugar",,52.00,52.00,1,,,,South Africa
170310 - Cane molasses,,12.00,12.00,1,,,,South Africa
170390 - Other,,12.00,12.00,1,,,,South Africa
"170410 - Chewing gum, whether or not sugar-coated",,52.00,52.00,1,,,,South Africa
170490 - Other,,52.00,52.00,1,,,,South Africa
