Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Brazil
"170290 - Other, including invert sugar","6,331",14.60,14.60,9,8,,,Brazil
170310 - Cane molasses,"71,056",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","298,813",,,4,4,,,Brazil
170490 - Other,"513,365",15.30,15.30,10,9,,,Brazil
,1998,"13,893,624",13.27,13.27,47,44,,,Brazil
170111 - - Cane sugar,"12,265,957",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Brazil
170199 - - Other,"422,011",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 - - Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,8.70,8.70,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Brazil
"170290 - Other, including invert sugar","7,253",15.20,15.20,9,8,,,Brazil
170310 - Cane molasses,"96,509",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","566,895",,,4,4,,,Brazil
170490 - Other,"535,000",15.90,15.90,10,9,,,Brazil
,1997,"18,367,887",14.20,14.20,46,43,,,Brazil
170111 - - Cane sugar,"17,370,953",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,"2,778",,,1,1,,,Brazil
170199 - - Other,"197,028",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 - - Other,,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Brazil
"170290 - Other, including invert sugar",363,16.40,16.40,9,8,,,Brazil
170310 - Cane molasses,"42,923",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","148,854",,,4,4,,,Brazil
170490 - Other,"604,988",17.20,17.20,10,9,,,Brazil
,1996,"2,258,490",15.13,15.13,46,43,,,Brazil
170111 - - Cane sugar,"1,162,113",,,2,2,,,Brazil
170112 - - Beet sugar,,,,2,2,,,Brazil
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Brazil
170199 - - Other,"105,961",,,2,2,,,Brazil
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Brazil
170219 - - Other,660,,,1,1,,,Brazil
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Brazil
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","26,449",,,5,5,,,Brazil
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Brazil
170250 - Chemically pure fructose,,,,1,1,,,Brazil
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Brazil
"170290 - Other, including invert sugar",,17.60,17.60,9,8,,,Brazil
170310 - Cane molasses,"34,334",,,1,1,,,Brazil
170390 - Other,,,,1,1,,,Brazil
"170410 - Chewing gum, whether or not sugar-coated","358,539",,,4,4,,,Brazil
170490 - Other,"570,434",18.50,18.50,10,9,,,Brazil
