Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,16.00,16.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,20.00,20.00,3,,,,"Saudi Arabia, Kingdom of"
,2003,,18.23,18.23,22,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,21.50,21.50,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,21.50,21.50,3,,,,"Saudi Arabia, Kingdom of"
,2002,,18.23,18.23,22,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,17.50,17.50,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,17.50,17.50,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,21.50,21.50,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,21.50,21.50,3,,,,"Saudi Arabia, Kingdom of"
,2001,,19.23,19.23,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,18.50,18.50,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,18.50,18.50,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,18.50,18.50,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,18.50,18.50,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,22.50,22.50,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,22.50,22.50,3,,,,"Saudi Arabia, Kingdom of"
,2000,,19.73,19.73,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,23.00,23.00,3,,,,"Saudi Arabia, Kingdom of"
,1999,,19.73,19.73,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,23.00,23.00,3,,,,"Saudi Arabia, Kingdom of"
,1998,,19.73,19.73,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,23.00,23.00,3,,,,"Saudi Arabia, Kingdom of"
,1997,,19.73,19.73,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,19.00,19.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,19.00,19.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,23.00,23.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,23.00,23.00,3,,,,"Saudi Arabia, Kingdom of"
,1996,,16.73,16.73,22,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,16.00,16.00,3,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,16.00,16.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,16.00,16.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,20.00,20.00,3,,,,"Saudi Arabia, Kingdom of"
