Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,100.00,100.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,196,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2003,"4,979",43.29,43.29,38,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,100.00,100.00,2,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,30.00,30.00,2,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","1,871",45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"3,108",30.00,30.00,4,,,,"Saudi Arabia, Kingdom of"
,2002,"17,352",48.44,48.44,16,,,,"Saudi Arabia, Kingdom of"
170111 -- Cane sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 -- Other,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170219 -- Other,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",182,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","3,402",45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"13,768",30.00,30.00,1,,,,"Saudi Arabia, Kingdom of"
,2001,"21,608",51.25,51.25,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,100.00,100.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",528,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","13,055",35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"8,024",35.00,35.00,1,,,,"Saudi Arabia, Kingdom of"
,2000,"1,208",39.75,39.75,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,60.00,60.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,27.50,27.50,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,16.50,16.50,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,16.50,16.50,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","1,208",38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,38.50,38.50,1,,,,"Saudi Arabia, Kingdom of"
,1999,"46,633",38.50,38.50,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,27.50,27.50,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,16.50,16.50,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,16.50,16.50,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","2,244",44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"44,389",44.00,44.00,1,,,,"Saudi Arabia, Kingdom of"
,1998,"3,189",33.75,33.75,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","3,189",40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,40.00,40.00,1,,,,"Saudi Arabia, Kingdom of"
,1997,"156,655",33.13,33.13,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,"151,292",45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,15.00,15.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,15.00,15.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated","3,436",45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,"1,927",45.00,45.00,1,,,,"Saudi Arabia, Kingdom of"
,1996,,36.75,36.75,16,,,,"Saudi Arabia, Kingdom of"
170111 - - Cane sugar,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
170112 - - Beet sugar,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
170199 - - Other,,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,22.00,22.00,1,,,,"Saudi Arabia, Kingdom of"
170219 - - Other,,22.00,22.00,1,,,,"Saudi Arabia, Kingdom of"
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
170250 - Chemically pure fructose,,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
"170290 - Other, including invert sugar",,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
170310 - Cane molasses,,12.00,12.00,1,,,,"Saudi Arabia, Kingdom of"
170390 - Other,,12.00,12.00,1,,,,"Saudi Arabia, Kingdom of"
"170410 - Chewing gum, whether or not sugar-coated",,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
170490 - Other,,52.00,52.00,1,,,,"Saudi Arabia, Kingdom of"
