Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,India
"170290 - Other, including invert sugar","2,291",16.40,16.40,9,8,,,India
170310 - Cane molasses,"54,680,971",,,1,1,,,India
170390 - Other,"2,563",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated","42,186",,,4,4,,,India
170490 - Other,"164,470",17.20,17.20,10,9,,,India
,1996,"155,141,653",15.13,15.13,46,43,,,India
170111 - - Cane sugar,"7,284,644",,,2,2,,,India
170112 - - Beet sugar,,,,2,2,,,India
170191 - - Containing added flavouring or colouring matter,673,,,1,1,,,India
170199 - - Other,"19,190,748",,,2,2,,,India
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,India
170219 - - Other,,,,1,1,,,India
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,India
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,613",,,5,5,,,India
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","1,194",,,2,2,,,India
170250 - Chemically pure fructose,,,,1,1,,,India
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,India
"170290 - Other, including invert sugar",660,17.60,17.60,9,8,,,India
170310 - Cane molasses,"128,452,384",,,1,1,,,India
170390 - Other,"8,584",,,1,1,,,India
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,India
170490 - Other,"201,153",18.50,18.50,10,9,,,India
