Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"48,234,000",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"664,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","680,000",12.00,12.00,3,,,,European Union
300439 -- Other,"34,189,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","9,750,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"14,437,000",9.43,9.43,7,,,,European Union
300490 - Other,"460,068,000",10.44,10.44,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"4,849,000",8.67,8.67,6,,,,European Union
300590 - Other,"4,465,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","8,107,000",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"205,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"10,608,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,958,000",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"95,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"256,000",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"1,015,000",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2009,"932,692,000",7.96,7.96,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"5,000",6.00,6.00,2,,,,European Union
300190 - Other,"55,000",4.00,4.00,5,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","309,186,000",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"31,517,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"37,996,000",3.78,3.78,9,,,,European Union
300290 - Other,"9,387,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"142,000",6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"4,000",7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"2,206,000",10.48,10.48,71,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"43,668,000",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"14,074,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","856,000",12.00,12.00,3,,,,European Union
300439 -- Other,"26,479,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","7,049,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"18,538,000",9.43,9.43,7,,,,European Union
300490 - Other,"401,823,000",10.44,10.44,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"4,649,000",8.67,8.67,6,,,,European Union
300590 - Other,"4,285,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,692,000",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"317,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"9,183,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,372,000",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"162,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"208,000",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"839,000",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2008,"833,507,000",7.96,7.96,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"3,000",6.00,6.00,2,,,,European Union
300190 - Other,"27,000",4.00,4.00,5,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","240,280,000",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"44,209,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"25,933,000",3.78,3.78,9,,,,European Union
300290 - Other,"12,394,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"3,880,000",6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"11,000",7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"13,532,000",10.48,10.48,71,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"36,565,000",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"23,593,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","838,000",12.00,12.00,3,,,,European Union
300439 -- Other,"21,004,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,671,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"13,735,000",9.43,9.43,7,,,,European Union
300490 - Other,"360,631,000",10.44,10.44,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,526,000",8.67,8.67,6,,,,European Union
300590 - Other,"3,619,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,582,000",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"223,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"10,389,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,534,000",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"215,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"465,000",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"648,000",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2007,"781,439,000",7.96,7.96,388,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"1,000",6.00,6.00,2,,,,European Union
300190 - Other,"566,000",4.00,4.00,5,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","218,188,000",3.00,3.00,22,,,,European Union
300220 - Vaccines for human medicine,"31,261,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"16,244,000",3.78,3.78,9,,,,European Union
300290 - Other,"14,635,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"2,291,000",6.69,6.69,26,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"112,000",7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"6,891,000",10.48,10.48,71,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"40,422,000",6.69,6.69,26,,,,European Union
300431 -- Containing insulin,"22,179,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","10,000",12.00,12.00,3,,,,European Union
300439 -- Other,"19,344,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","3,551,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"11,913,000",9.43,9.43,7,,,,European Union
300490 - Other,"365,403,000",10.44,10.44,63,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,006,000",8.67,8.67,6,,,,European Union
300590 - Other,"3,052,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,845,000",5.33,5.33,3,,,,European Union
300620 - Blood-grouping reagents,"520,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"8,950,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"4,898,000",5.33,5.33,3,,,,European Union
300650 - First-aid boxes and kits,"181,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"68,000",14.00,14.00,1,,,,European Union
300691 -- Appliances identifiable for ostomy use,"908,000",12.00,12.00,2,,,,European Union
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2006,"616,537,000",7.99,7.99,381,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"1,000",6.00,6.00,2,,,,European Union
300190 - Other,"19,000",4.00,4.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","130,497,000",3.10,3.10,20,,,,European Union
300220 - Vaccines for human medicine,"16,929,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"15,116,000",3.78,3.78,9,,,,European Union
300290 - Other,"15,043,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"2,496,000",6.96,6.96,25,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,,7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"2,033,000",10.43,10.43,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"29,584,000",6.96,6.96,25,,,,European Union
300431 -- Containing insulin,"8,754,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","18,000",12.00,12.00,3,,,,European Union
300439 -- Other,"11,204,000",7.27,7.27,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","3,631,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"8,872,000",9.43,9.43,7,,,,European Union
300490 - Other,"352,913,000",10.39,10.39,62,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,385,000",8.67,8.67,6,,,,European Union
300590 - Other,"2,017,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","5,356,000",7.00,7.00,4,,,,European Union
300620 - Blood-grouping reagents,"206,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,359,000",4.00,4.00,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,975,000",5.33,5.33,3,,,,European Union
300650 - First- Aid boxes and kits,"126,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"3,000",14.00,14.00,1,,,,European Union
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2005,"481,978,000",8.01,8.01,381,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","1,000",4.00,4.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"58,000",6.00,6.00,2,,,,European Union
300190 - Other,"70,000",4.00,4.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","88,702,000",3.10,3.10,20,,,,European Union
300220 - Vaccines for human medicine,"9,025,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"10,676,000",3.78,3.78,9,,,,European Union
300290 - Other,"13,912,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300320 - Containing other antibiotics,"1,487,000",7.20,7.20,25,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"166,000",7.45,7.45,33,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,European Union
300390 - Other,"2,149,000",10.43,10.43,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,European Union
300420 - Containing other antibiotics,"34,262,000",7.20,7.20,25,,,,European Union
300431 -- Containing insulin,"852,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,European Union
300439 -- Other,"6,054,000",7.45,7.45,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,396,000",7.33,7.33,6,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"9,157,000",9.43,9.43,7,,,,European Union
300490 - Other,"282,555,000",10.39,10.39,62,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,824,000",8.67,8.67,6,,,,European Union
300590 - Other,"1,937,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","5,157,000",7.00,7.00,4,,,,European Union
300620 - Blood-grouping reagents,"219,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"6,792,000",2.80,2.80,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,390,000",5.33,5.33,3,,,,European Union
300650 - First- Aid boxes and kits,"120,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"17,000",14.00,14.00,1,,,,European Union
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2004,"349,440,000",8.41,8.41,374,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"74,000",6.00,6.00,2,,,,European Union
300190 - Other,"29,000",4.00,4.00,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","68,411,000",3.10,3.10,20,,,,European Union
300220 - Vaccines for human medicine,"4,864,000",2.22,2.22,18,,,,European Union
300230 - Vaccines for veterinary medicine,"9,794,000",3.78,3.78,9,,,,European Union
300290 - Other,"11,560,000",6.25,6.25,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,000",12.29,12.29,7,,,,European Union
300320 - Containing other antibiotics,"354,000",7.75,7.75,24,,,,European Union
300331 -- Containing insulin,,14.00,14.00,1,,,,European Union
300339 -- Other,"1,481,000",8.13,8.13,31,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,5,,,,European Union
300390 - Other,"1,442,000",10.69,10.69,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","250,000",12.29,12.29,7,,,,European Union
300420 - Containing other antibiotics,"30,170,000",7.75,7.75,24,,,,European Union
300431 -- Containing insulin,"936,000",14.00,14.00,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","24,000",12.00,12.00,3,,,,European Union
300439 -- Other,"1,588,000",8.25,8.25,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,435,000",10.00,10.00,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"5,493,000",10.29,10.29,7,,,,European Union
300490 - Other,"191,703,000",10.58,10.58,62,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,084,000",8.67,8.67,6,,,,European Union
300590 - Other,"1,536,000",8.00,8.00,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","3,809,000",7.00,7.00,4,,,,European Union
300620 - Blood-grouping reagents,"183,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"6,677,000",2.80,2.80,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,508,000",5.33,5.33,3,,,,European Union
300650 - First- Aid boxes and kits,"9,000",14.00,14.00,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"21,000",14.00,14.00,1,,,,European Union
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,European Union
,2003,"301,285,000",3.80,3.80,374,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"89,000",6.75,6.75,2,,,,European Union
300190 - Other,"85,000",4.50,4.50,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","52,740,000",3.60,3.60,20,,,,European Union
300220 - Vaccines for human medicine,"5,044,000",2.64,2.64,18,,,,European Union
300230 - Vaccines for veterinary medicine,"12,710,000",5.28,5.28,9,,,,European Union
300290 - Other,"9,159,000",7.19,7.19,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,European Union
300320 - Containing other antibiotics,"1,000",3.00,3.00,24,,,,European Union
300331 -- Containing insulin,,15.50,15.50,1,,,,European Union
300339 -- Other,"624,000",5.92,5.92,31,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"14,000",9.30,9.30,5,,,,European Union
300390 - Other,"1,898,000",4.34,4.34,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","214,000",0.00,0.00,7,,,,European Union
300420 - Containing other antibiotics,"21,696,000",1.38,1.38,24,,,,European Union
300431 -- Containing insulin,"1,769,000",15.50,15.50,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","74,000",0.00,0.00,3,,,,European Union
300439 -- Other,"1,657,000",3.89,3.89,32,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","2,913,000",3.10,3.10,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,685,000",0.00,0.00,7,,,,European Union
300490 - Other,"173,289,000",2.28,2.28,62,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"2,213,000",7.92,7.92,6,,,,European Union
300590 - Other,"1,290,000",6.80,6.80,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","3,198,000",7.00,7.00,4,,,,European Union
300620 - Blood-grouping reagents,"187,000",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,764,000",2.10,2.10,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,943,000",6.33,6.33,3,,,,European Union
300650 - First- Aid boxes and kits,"29,000",15.50,15.50,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,European Union
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,European Union
,2002,"302,789,839",7.30,7.30,373,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered",622,5.50,5.50,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,"24,903",7.50,7.50,2,,,,European Union
300190 - Other,"69,543",5.50,5.50,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","54,914,928",4.60,4.60,20,,,,European Union
300220 - Vaccines for human medicine,"3,672,180",3.72,3.72,18,,,,European Union
300230 - Vaccines for veterinary medicine,"11,461,554",5.28,5.28,9,,,,European Union
300290 - Other,"14,298,892",7.75,7.75,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,9.50,9.50,7,,,,European Union
300320 - Containing other antibiotics,"2,054",6.29,6.29,24,,,,European Union
300331 -- Containing insulin,12,15.50,15.50,1,,,,European Union
300339 -- Other,,9.06,9.06,31,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,"59,609",12.40,12.40,5,,,,European Union
300390 - Other,"1,722,636",9.74,9.74,70,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","662,188",0.00,0.00,7,,,,European Union
300420 - Containing other antibiotics,"24,187,390",3.75,3.75,24,,,,European Union
300431 -- Containing insulin,"1,725,152",15.50,15.50,1,,,,European Union
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","7,755",15.50,15.50,1,,,,European Union
300439 -- Other,"1,847,612",6.98,6.98,33,,,,European Union
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","4,541,020",6.20,6.20,5,,,,European Union
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,264,040",11.07,11.07,7,,,,European Union
300490 - Other,"164,639,844",6.81,6.81,62,,,,European Union
300510 - Adhesive dressings and other articles having an adhesive layer,"3,272,138",9.92,9.92,6,,,,European Union
300590 - Other,"2,115,634",9.20,9.20,5,,,,European Union
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","2,819,921",8.50,8.50,4,,,,European Union
300620 - Blood-grouping reagents,"236,384",10.00,10.00,1,,,,European Union
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,077,082",4.15,4.15,10,,,,European Union
300640 - Dental cements and other dental fillings; bone reconstruction cements,"3,147,783",6.33,6.33,3,,,,European Union
300650 - First- Aid boxes and kits,"13,300",15.50,15.50,1,,,,European Union
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,15.50,15.50,1,,,,European Union
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"5,663",15.50,15.50,1,,,,European Union
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,European Union
,2001,"261,290,648",10.84,10.84,368,,,,European Union
"300110 - Glands and other organs, dried, whether or not powdered","2,073",6.50,6.50,2,,,,European Union
300120 - Extracts of glands or other organs or of their secretions,,8.50,8.50,2,,,,European Union
300190 - Other,"165,217",6.50,6.50,3,,,,European Union
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","29,472,996",5.60,5.60,20,,,,European Union
300220 - Vaccines for human medicine,"2,155,528",4.72,4.72,18,,,,European Union
300230 - Vaccines for veterinary medicine,"13,829,884",6.28,6.28,9,,,,European Union
300290 - Other,"20,402,580",8.75,8.75,8,,,,European Union
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,531",14.79,14.79,7,,,,European Union
300320 - Containing other antibiotics,"235,431",10.25,10.25,24,,,,European Union
300331 - - Containing insulin,,16.50,16.50,1,,,,European Union
300339 - - Other,"99,444",10.28,10.28,27,,,,European Union
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,"231,189",12.50,12.50,5,,,,European Union
300390 - Other,"3,633,624",13.11,13.11,72,,,,European Union
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","465,918",14.79,14.79,7,,,,European Union
300420 - Containing other antibiotics,"23,143,157",10.25,10.25,24,,,,European Union
