Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Ukraine
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2009,"22,000",7.96,7.96,388,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,5,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","22,000",3.00,3.00,22,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,7.45,7.45,33,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Ukraine
300390 - Other,,10.48,10.48,71,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300431 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,7.27,7.27,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Ukraine
300490 - Other,,10.44,10.44,63,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Ukraine
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2008,"14,555,000",7.96,7.96,388,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,5,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.00,3.00,22,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,7.45,7.45,33,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Ukraine
300390 - Other,,10.48,10.48,71,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300431 -- Containing insulin,"14,555,000",14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,7.27,7.27,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Ukraine
300490 - Other,,10.44,10.44,63,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Ukraine
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2007,"5,911,000",7.96,7.96,388,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,5,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.00,3.00,22,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300320 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,7.45,7.45,33,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Ukraine
300390 - Other,,10.48,10.48,71,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300420 - Containing other antibiotics,,6.69,6.69,26,,,,Ukraine
300431 -- Containing insulin,"5,881,000",14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,7.27,7.27,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Ukraine
300490 - Other,"30,000",10.44,10.44,63,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,Ukraine
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2006,,7.99,7.99,381,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300320 - Containing other antibiotics,,6.96,6.96,25,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,7.45,7.45,33,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Ukraine
300390 - Other,,10.43,10.43,70,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300420 - Containing other antibiotics,,6.96,6.96,25,,,,Ukraine
300431 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,7.27,7.27,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Ukraine
300490 - Other,,10.39,10.39,62,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2005,,8.01,8.01,381,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300320 - Containing other antibiotics,,7.20,7.20,25,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,7.45,7.45,33,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,Ukraine
300390 - Other,,10.43,10.43,70,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,Ukraine
300420 - Containing other antibiotics,,7.20,7.20,25,,,,Ukraine
300431 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,7.45,7.45,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,Ukraine
300490 - Other,,10.39,10.39,62,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2004,,8.41,8.41,374,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,Ukraine
300190 - Other,,4.00,4.00,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,Ukraine
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,Ukraine
300290 - Other,,6.25,6.25,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.29,12.29,7,,,,Ukraine
300320 - Containing other antibiotics,,7.75,7.75,24,,,,Ukraine
300331 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
300339 -- Other,,8.13,8.13,31,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,5,,,,Ukraine
300390 - Other,,10.69,10.69,70,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.29,12.29,7,,,,Ukraine
300420 - Containing other antibiotics,,7.75,7.75,24,,,,Ukraine
300431 -- Containing insulin,,14.00,14.00,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,Ukraine
300439 -- Other,,8.25,8.25,32,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,5,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.29,10.29,7,,,,Ukraine
300490 - Other,,10.58,10.58,62,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,Ukraine
300590 - Other,,8.00,8.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,Ukraine
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,Ukraine
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,Ukraine
,2003,,3.80,3.80,374,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,6.75,6.75,2,,,,Ukraine
300190 - Other,,4.50,4.50,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.60,3.60,20,,,,Ukraine
300220 - Vaccines for human medicine,,2.64,2.64,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,Ukraine
300290 - Other,,7.19,7.19,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,Ukraine
300320 - Containing other antibiotics,,3.00,3.00,24,,,,Ukraine
300331 -- Containing insulin,,15.50,15.50,1,,,,Ukraine
300339 -- Other,,5.92,5.92,31,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,9.30,9.30,5,,,,Ukraine
300390 - Other,,4.34,4.34,70,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,Ukraine
300420 - Containing other antibiotics,,1.38,1.38,24,,,,Ukraine
300431 -- Containing insulin,,15.50,15.50,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,3,,,,Ukraine
300439 -- Other,,3.89,3.89,32,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,3.10,3.10,5,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,7,,,,Ukraine
300490 - Other,,2.28,2.28,62,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,7.92,7.92,6,,,,Ukraine
300590 - Other,,6.80,6.80,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.10,2.10,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,Ukraine
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,Ukraine
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,Ukraine
,2002,,7.30,7.30,373,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,7.50,7.50,2,,,,Ukraine
300190 - Other,,5.50,5.50,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,4.60,4.60,20,,,,Ukraine
300220 - Vaccines for human medicine,,3.72,3.72,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,Ukraine
300290 - Other,,7.75,7.75,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,9.50,9.50,7,,,,Ukraine
300320 - Containing other antibiotics,,6.29,6.29,24,,,,Ukraine
300331 -- Containing insulin,,15.50,15.50,1,,,,Ukraine
300339 -- Other,,9.06,9.06,31,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,12.40,12.40,5,,,,Ukraine
300390 - Other,,9.74,9.74,70,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,Ukraine
300420 - Containing other antibiotics,,3.75,3.75,24,,,,Ukraine
300431 -- Containing insulin,,15.50,15.50,1,,,,Ukraine
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,15.50,15.50,1,,,,Ukraine
300439 -- Other,,6.98,6.98,33,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,6.20,6.20,5,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading 29.36,,11.07,11.07,7,,,,Ukraine
300490 - Other,,6.81,6.81,62,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,9.92,9.92,6,,,,Ukraine
300590 - Other,,9.20,9.20,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,8.50,8.50,4,,,,Ukraine
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.15,4.15,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,Ukraine
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,Ukraine
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,15.50,15.50,1,,,,Ukraine
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,Ukraine
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,Ukraine
,2001,,10.84,10.84,368,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,6.50,6.50,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,8.50,8.50,2,,,,Ukraine
300190 - Other,,6.50,6.50,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,5.60,5.60,20,,,,Ukraine
300220 - Vaccines for human medicine,,4.72,4.72,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,6.28,6.28,9,,,,Ukraine
300290 - Other,,8.75,8.75,8,,,,Ukraine
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,14.79,14.79,7,,,,Ukraine
300320 - Containing other antibiotics,,10.25,10.25,24,,,,Ukraine
300331 - - Containing insulin,,16.50,16.50,1,,,,Ukraine
300339 - - Other,,10.28,10.28,27,,,,Ukraine
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,,12.50,12.50,5,,,,Ukraine
300390 - Other,,13.11,13.11,72,,,,Ukraine
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,14.79,14.79,7,,,,Ukraine
300420 - Containing other antibiotics,,10.25,10.25,24,,,,Ukraine
300431 - - Containing insulin,,16.50,16.50,1,,,,Ukraine
300432 - - Containing adrenal cortical hormones,,16.50,16.50,1,,,,Ukraine
300439 - - Other,,10.50,10.50,28,,,,Ukraine
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics",,12.50,12.50,5,,,,Ukraine
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,,12.79,12.79,7,,,,Ukraine
300490 - Other,,13.19,13.19,64,,,,Ukraine
300510 - Adhesive dressings and other articles having an adhesive layer,,10.44,10.44,8,,,,Ukraine
300590 - Other,,10.00,10.00,5,,,,Ukraine
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,9.50,9.50,4,,,,Ukraine
300620 - Blood-grouping reagents,,12.50,12.50,1,,,,Ukraine
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,5.45,5.45,10,,,,Ukraine
300640 - Dental cements and other dental fillings; bone reconstruction cements,,7.83,7.83,3,,,,Ukraine
300650 - First-aid boxes and kits,,16.50,16.50,1,,,,Ukraine
300660 - Chemical contraceptive preparations based on hormones or spermicides,,14.50,14.50,1,,,,Ukraine
,2000,,11.40,11.40,363,,,,Ukraine
"300110 - Glands and other organs, dried, whether or not powdered",,7.00,7.00,2,,,,Ukraine
300120 - Extracts of glands or other organs or of their secretions,,9.00,9.00,2,,,,Ukraine
300190 - Other,,7.00,7.00,3,,,,Ukraine
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,6.22,6.22,18,,,,Ukraine
300220 - Vaccines for human medicine,,5.22,5.22,18,,,,Ukraine
300230 - Vaccines for veterinary medicine,,6.78,6.78,9,,,,Ukraine
300290 - Other,,9.25,9.25,8,,,,Ukraine
