Importer,Year,Value,Ad val. duties,Number of lines,Yemen
,(US$),Simple average,MFN duties,Pref. duties,Yemen
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Yemen
"170290 - Other, including invert sugar",,15.20,15.20,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,15.90,15.90,10,9,,,Yemen
,1997,,14.20,14.20,46,43,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Yemen
"170290 - Other, including invert sugar",,16.40,16.40,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,17.20,17.20,10,9,,,Yemen
,1996,,15.13,15.13,46,43,,,Yemen
170111 - - Cane sugar,,,,2,2,,,Yemen
170112 - - Beet sugar,,,,2,2,,,Yemen
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Yemen
170199 - - Other,,,,2,2,,,Yemen
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Yemen
170219 - - Other,,,,1,1,,,Yemen
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Yemen
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Yemen
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Yemen
170250 - Chemically pure fructose,,,,1,1,,,Yemen
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Yemen
"170290 - Other, including invert sugar",,17.60,17.60,9,8,,,Yemen
170310 - Cane molasses,,,,1,1,,,Yemen
170390 - Other,,,,1,1,,,Yemen
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Yemen
170490 - Other,,18.50,18.50,10,9,,,Yemen
