Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"170410 - Chewing gum, whether or not sugar-coated","354,027",22.50,22.50,1,,,,United States of America
170490 - Other,"1,969,544",22.50,22.50,3,,,,United States of America
,2000,"7,005,871",19.73,19.73,22,,,,United States of America
170111 - - Cane sugar,"1,391",19.00,19.00,1,,,,United States of America
170112 - - Beet sugar,,19.00,19.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,80,19.00,19.00,1,,,,United States of America
170199 - - Other,"7,508",19.00,19.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","310,659",19.00,19.00,1,,,,United States of America
170219 - - Other,"191,452",19.00,19.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","739,454",19.00,19.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,United States of America
170250 - Chemically pure fructose,"504,010",19.00,19.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,19.00,19.00,2,,,,United States of America
"170290 - Other, including invert sugar","731,511",19.00,19.00,1,,,,United States of America
170310 - Cane molasses,,19.00,19.00,1,,,,United States of America
170390 - Other,219,19.00,19.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","2,573,892",23.00,23.00,1,,,,United States of America
170490 - Other,"1,945,695",23.00,23.00,3,,,,United States of America
,1999,"5,523,778",19.73,19.73,22,,,,United States of America
170111 - - Cane sugar,"2,173",19.00,19.00,1,,,,United States of America
170112 - - Beet sugar,,19.00,19.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,"5,534",19.00,19.00,1,,,,United States of America
170199 - - Other,"14,717",19.00,19.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","756,394",19.00,19.00,1,,,,United States of America
170219 - - Other,"246,610",19.00,19.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"5,041",19.00,19.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","786,511",19.00,19.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",97,19.00,19.00,2,,,,United States of America
170250 - Chemically pure fructose,"221,215",19.00,19.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",37,19.00,19.00,2,,,,United States of America
"170290 - Other, including invert sugar","221,413",19.00,19.00,1,,,,United States of America
170310 - Cane molasses,"8,819",19.00,19.00,1,,,,United States of America
170390 - Other,"5,386",19.00,19.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","1,645,856",23.00,23.00,1,,,,United States of America
170490 - Other,"1,603,975",23.00,23.00,3,,,,United States of America
,1998,"8,034,168",19.73,19.73,22,,,,United States of America
170111 - - Cane sugar,990,19.00,19.00,1,,,,United States of America
170112 - - Beet sugar,,19.00,19.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,"19,322",19.00,19.00,1,,,,United States of America
170199 - - Other,"39,908",19.00,19.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","579,418",19.00,19.00,1,,,,United States of America
170219 - - Other,"283,828",19.00,19.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"5,995",19.00,19.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","742,530",19.00,19.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",406,19.00,19.00,2,,,,United States of America
170250 - Chemically pure fructose,"267,750",19.00,19.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","58,301",19.00,19.00,2,,,,United States of America
"170290 - Other, including invert sugar","384,571",19.00,19.00,1,,,,United States of America
170310 - Cane molasses,,19.00,19.00,1,,,,United States of America
170390 - Other,"5,084",19.00,19.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","3,907,378",23.00,23.00,1,,,,United States of America
170490 - Other,"1,738,687",23.00,23.00,3,,,,United States of America
,1997,"6,919,089",19.73,19.73,22,,,,United States of America
170111 - - Cane sugar,"2,950",19.00,19.00,1,,,,United States of America
170112 - - Beet sugar,,19.00,19.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,"14,289",19.00,19.00,1,,,,United States of America
170199 - - Other,"42,073",19.00,19.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","473,672",19.00,19.00,1,,,,United States of America
170219 - - Other,"437,533",19.00,19.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"35,711",19.00,19.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","238,346",19.00,19.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",320,19.00,19.00,2,,,,United States of America
170250 - Chemically pure fructose,"198,321",19.00,19.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","101,703",19.00,19.00,2,,,,United States of America
"170290 - Other, including invert sugar","433,488",19.00,19.00,1,,,,United States of America
170310 - Cane molasses,,19.00,19.00,1,,,,United States of America
170390 - Other,7,19.00,19.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","2,450,058",23.00,23.00,1,,,,United States of America
170490 - Other,"2,490,618",23.00,23.00,3,,,,United States of America
,1996,"6,121,588",16.73,16.73,22,,,,United States of America
170111 - - Cane sugar,105,16.00,16.00,1,,,,United States of America
170112 - - Beet sugar,"35,022",16.00,16.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,"27,442",16.00,16.00,1,,,,United States of America
170199 - - Other,"96,493",16.00,16.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","451,347",16.00,16.00,1,,,,United States of America
170219 - - Other,"584,966",16.00,16.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,"41,016",16.00,16.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","240,142",16.00,16.00,3,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",98,16.00,16.00,2,,,,United States of America
170250 - Chemically pure fructose,"26,074",16.00,16.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","58,708",16.00,16.00,2,,,,United States of America
"170290 - Other, including invert sugar","1,017,206",16.00,16.00,1,,,,United States of America
170310 - Cane molasses,"1,754",16.00,16.00,1,,,,United States of America
170390 - Other,"17,185",16.00,16.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","1,626,788",20.00,20.00,1,,,,United States of America
170490 - Other,"1,897,243",20.00,20.00,3,,,,United States of America
