Importer,Year,Value,Ad val. duties,Number of lines,Costa Rica
,(US$),Simple average,MFN duties,Pref. duties,Costa Rica
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,068",,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar",,14.60,14.60,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,"7,247",15.30,15.30,10,9,,,Costa Rica
,1998,"424,433",13.27,13.27,47,44,,,Costa Rica
170111 - - Cane sugar,"302,543",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"121,853",,,2,2,,,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,8.70,8.70,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Costa Rica
"170290 - Other, including invert sugar",,15.20,15.20,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",36,,,4,4,,,Costa Rica
170490 - Other,,15.90,15.90,10,9,,,Costa Rica
,1997,"317,429",14.20,14.20,46,43,,,Costa Rica
170111 - - Cane sugar,"254,218",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"63,211",,,2,2,,,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Costa Rica
"170290 - Other, including invert sugar",,16.40,16.40,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,17.20,17.20,10,9,,,Costa Rica
,1996,"90,292",15.13,15.13,46,43,,,Costa Rica
170111 - - Cane sugar,"4,139",,,2,2,,,Costa Rica
170112 - - Beet sugar,,,,2,2,,,Costa Rica
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Costa Rica
170199 - - Other,"86,153",,,2,2,,,Costa Rica
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Costa Rica
170219 - - Other,,,,1,1,,,Costa Rica
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Costa Rica
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Costa Rica
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Costa Rica
170250 - Chemically pure fructose,,,,1,1,,,Costa Rica
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Costa Rica
"170290 - Other, including invert sugar",,17.60,17.60,9,8,,,Costa Rica
170310 - Cane molasses,,,,1,1,,,Costa Rica
170390 - Other,,,,1,1,,,Costa Rica
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Costa Rica
170490 - Other,,18.50,18.50,10,9,,,Costa Rica
