Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"1,248,681",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"552,283",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"3,256,688",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"650,183",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"521,494",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","567,515",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,"7,935",10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"122,840",10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"612,649",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,61,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,10.00,10.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"3,687",10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2010,"18,903,129",9.86,9.25,214,,211,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,9.38,4,,4,,"Korea, Republic of"
300190 - Other,,10.00,9.38,3,,3,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","10,695,674",10.00,9.38,8,,8,,"Korea, Republic of"
300220 - Vaccines for human medicine,,10.00,9.38,14,,14,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,9.38,1,,1,,"Korea, Republic of"
300290 - Other,"814,443",10.00,9.38,5,,5,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,9.38,1,,1,,"Korea, Republic of"
300320 - Containing other antibiotics,"512,137",10.00,9.38,1,,1,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,9.38,1,,1,,"Korea, Republic of"
300339 -- Other,,10.00,9.38,1,,1,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,9.38,1,,1,,"Korea, Republic of"
300390 - Other,"722,135",10.00,9.38,14,,14,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,9.38,8,,8,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,9.38,29,,29,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,9.38,2,,2,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,9.38,1,,1,,"Korea, Republic of"
300439 -- Other,"1,119,045",10.00,9.38,8,,8,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,9.38,8,,8,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,314,100",10.00,9.38,11,,11,,"Korea, Republic of"
300490 - Other,"1,920,568",10.00,9.38,70,,70,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"507,392",10.00,9.38,3,,3,,"Korea, Republic of"
300590 - Other,"542,885",10.00,9.38,8,,8,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","444,670",10.00,9.38,2,,2,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,9.38,1,,1,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,9.38,1,,1,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"256,296",10.00,9.38,1,,1,,"Korea, Republic of"
300650 - First-aid boxes and kits,115,10.00,9.38,1,,1,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,184,10.00,9.38,1,,1,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,"53,484",10.00,9.38,1,,1,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,9.38,1,,1,,"Korea, Republic of"
,2009,"15,994,205",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,,10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","5,076,133",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"4,788,569",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"564,076",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"101,147",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,"190,246",10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"556,730",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","39,375",10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"57,951",10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"613,835",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",109,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"997,569",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"1,919,513",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"449,284",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"276,664",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","178,832",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"184,172",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2008,"10,601,740",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,672,10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"14,336",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","659,166",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"1,936,182",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,"1,449,034",10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","165,166",10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,"161,333",10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"1,023,900",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"1,402,894",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,224,874",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"1,238,634",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"377,679",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"215,860",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","588,954",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"141,869",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,"1,186",10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2007,"8,026,033",9.86,9.86,214,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"5,401",10.00,10.00,4,,,,"Korea, Republic of"
300190 - Other,"2,979",10.00,10.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","1,515,855",10.00,10.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"59,280",10.00,10.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,10.00,10.00,1,,,,"Korea, Republic of"
300290 - Other,,10.00,10.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","312,086",10.00,10.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"90,250",10.00,10.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,10.00,10.00,1,,,,"Korea, Republic of"
300339 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,"Korea, Republic of"
300390 - Other,"19,394",10.00,10.00,14,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","18,155",10.00,10.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,10.00,10.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,10.00,10.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,"Korea, Republic of"
300439 -- Other,"425,164",10.00,10.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"783,385",10.00,10.00,11,,,,"Korea, Republic of"
300490 - Other,"3,465,193",10.00,10.00,70,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"297,849",10.00,10.00,3,,,,"Korea, Republic of"
300590 - Other,"144,308",10.00,10.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","572,455",10.00,10.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"301,072",10.00,10.00,1,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"13,205",10.00,10.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,"Korea, Republic of"
,2006,"3,744,278",12.32,12.32,214,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,12.50,12.50,3,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"1,866",12.50,12.50,4,,,,"Korea, Republic of"
300190 - Other,,12.50,12.50,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","239,903",12.50,12.50,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"790,732",12.50,12.50,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,12.50,12.50,1,,,,"Korea, Republic of"
300290 - Other,,12.50,12.50,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.50,12.50,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,12.50,12.50,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,12.50,12.50,1,,,,"Korea, Republic of"
300339 -- Other,"12,832",12.50,12.50,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,12.50,12.50,1,,,,"Korea, Republic of"
300390 - Other,"119,529",12.50,12.50,13,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","53,855",12.50,12.50,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"15,136",12.50,12.50,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,12.50,12.50,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.50,12.50,1,,,,"Korea, Republic of"
300439 -- Other,"122,534",12.50,12.50,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,12.50,12.50,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"242,713",12.50,12.50,11,,,,"Korea, Republic of"
300490 - Other,"1,495,343",12.50,12.50,69,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"188,171",12.50,12.50,3,,,,"Korea, Republic of"
300590 - Other,"151,212",12.50,12.50,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","231,604",12.50,12.50,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,12.50,12.50,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,12.50,12.50,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"77,217",12.50,12.50,1,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,"1,632",12.50,12.50,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,12.50,12.50,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,12.50,12.50,1,,,,"Korea, Republic of"
,2005,"8,410,786",14.79,14.79,214,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered","1,127",15.00,15.00,3,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,15.00,15.00,4,,,,"Korea, Republic of"
300190 - Other,,15.00,15.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,373,573",15.00,15.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"609,899",15.00,15.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,15.00,15.00,1,,,,"Korea, Republic of"
300290 - Other,"218,289",15.00,15.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,15.00,15.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,15.00,15.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,15.00,15.00,1,,,,"Korea, Republic of"
300339 -- Other,"23,323",15.00,15.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,15.00,15.00,1,,,,"Korea, Republic of"
300390 - Other,101,15.00,15.00,13,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","47,586",15.00,15.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"103,852",15.00,15.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,15.00,15.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,15.00,15.00,1,,,,"Korea, Republic of"
300439 -- Other,"489,604",15.00,15.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,15.00,15.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"566,404",15.00,15.00,11,,,,"Korea, Republic of"
300490 - Other,"1,379,527",15.00,15.00,69,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"237,944",15.00,15.00,3,,,,"Korea, Republic of"
300590 - Other,"161,942",15.00,15.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,155,134",15.00,15.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,15.00,15.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,15.00,15.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"39,072",15.00,15.00,1,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,867,15.00,15.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"2,542",15.00,15.00,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,15.00,15.00,1,,,,"Korea, Republic of"
,2004,"7,111,855",19.72,19.72,214,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered","14,077",20.00,20.00,3,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,20.00,20.00,4,,,,"Korea, Republic of"
300190 - Other,,20.00,20.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","2,197,341",20.00,20.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"280,832",20.00,20.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,20.00,20.00,1,,,,"Korea, Republic of"
300290 - Other,"140,018",20.00,20.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,20.00,20.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"71,993",20.00,20.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,20.00,20.00,1,,,,"Korea, Republic of"
300339 -- Other,"3,270",20.00,20.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,20.00,20.00,1,,,,"Korea, Republic of"
300390 - Other,"13,835",20.00,20.00,13,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","12,573",20.00,20.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"40,566",20.00,20.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,20.00,20.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,20.00,20.00,1,,,,"Korea, Republic of"
300439 -- Other,"453,476",20.00,20.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","6,078",20.00,20.00,8,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"553,512",20.00,20.00,11,,,,"Korea, Republic of"
300490 - Other,"1,821,355",20.00,20.00,69,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"84,647",20.00,20.00,3,,,,"Korea, Republic of"
300590 - Other,"188,404",20.00,20.00,8,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,196,321",20.00,20.00,2,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,20.00,20.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,20.00,20.00,1,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"33,415",20.00,20.00,1,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,,20.00,20.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,143,20.00,20.00,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,20.00,20.00,1,,,,"Korea, Republic of"
,2003,"5,371,356",24.65,24.65,214,1,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,25.00,25.00,3,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,25.00,25.00,4,,,,"Korea, Republic of"
300190 - Other,,25.00,25.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","1,341,817",25.00,25.00,8,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"1,131,895",25.00,25.00,14,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,25.00,25.00,1,,,,"Korea, Republic of"
300290 - Other,"16,677",25.00,25.00,5,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,636",25.00,25.00,1,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,25.00,25.00,1,,,,"Korea, Republic of"
300331 -- Containing insulin,,25.00,25.00,1,,,,"Korea, Republic of"
300339 -- Other,,25.00,25.00,1,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,25.00,25.00,1,,,,"Korea, Republic of"
300390 - Other,"9,167",25.00,25.00,13,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,25.00,25.00,8,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"51,326",25.00,25.00,29,,,,"Korea, Republic of"
300431 -- Containing insulin,,25.00,25.00,2,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,25.00,25.00,1,,,,"Korea, Republic of"
300439 -- Other,"711,841",25.00,25.00,8,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","62,077",25.00,25.00,8,1,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,"471,217",25.00,25.00,11,,,,"Korea, Republic of"
