Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","10,636",4.00,4.00,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","252,952",4.00,4.00,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"3,901",4.40,4.40,3,,,,Ukraine
950341 - - Stuffed,"7,823",4.70,4.70,1,,,,Ukraine
950349 - - Other,"9,922",4.17,4.17,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"51,552",4.00,4.00,1,,,,Ukraine
950360 - Puzzles,,4.60,4.60,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","89,920",4.35,4.35,2,,,,Ukraine
950390 - Other,"55,122",4.26,4.26,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,2.80,2.80,1,,,,Ukraine
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","6,075",2.80,2.80,4,,,,Ukraine
950440 - Playing cards,,2.70,2.70,1,,,,Ukraine
950490 - Other,"3,112",2.80,2.80,2,,,,Ukraine
950510 - Articles for Christmas festivities,"650,733",2.90,2.90,2,,,,Ukraine
950590 - Other,"19,355",2.70,2.70,1,,,,Ukraine
950611 - - Skis,"7,954,044",3.70,3.70,3,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Ukraine
950619 - - Other,437,2.70,2.70,1,,,,Ukraine
950621 - - Sailboards,,2.70,2.70,1,,,,Ukraine
950629 - - Other,"17,191",2.70,2.70,1,,,,Ukraine
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 - - Balls,,2.70,2.70,1,,,,Ukraine
950639 - - Other,"2,217",2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 - - Other,"395,703",2.70,2.70,1,,,,Ukraine
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 - - Inflatable,,2.70,2.70,2,,,,Ukraine
950669 - - Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","162,510",2.70,2.70,1,,,,Ukraine
950699 - - Other,"252,824",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,,3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,298,3.70,3.70,1,,,,Ukraine
950790 - Other,,3.70,3.70,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","13,333",1.70,1.70,1,,,,Ukraine
,1998,"9,458,606",4.04,4.04,75,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,6.30,6.30,2,,,,Ukraine
"950210 - Dolls, whether or not dressed",739,5.40,5.40,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,4.10,4.10,1,,,,Ukraine
950299 - - Other,,4.10,4.10,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","5,643",4.80,4.80,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","463,726",4.80,4.80,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"1,090",5.20,5.20,3,,,,Ukraine
950341 - - Stuffed,"23,395",5.40,5.40,1,,,,Ukraine
950349 - - Other,"3,173",5.00,5.00,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"63,936",4.80,4.80,1,,,,Ukraine
950360 - Puzzles,"2,579",5.40,5.40,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits",,5.40,5.40,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","188,125",5.10,5.10,2,,,,Ukraine
950390 - Other,"103,665",5.03,5.03,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,3.40,3.40,1,,,,Ukraine
950420 - Articles and accessories for billiards,"5,558",3.40,3.40,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","19,374",3.40,3.40,4,,,,Ukraine
950440 - Playing cards,,3.20,3.20,1,,,,Ukraine
950490 - Other,"30,684",3.40,3.40,2,,,,Ukraine
950510 - Articles for Christmas festivities,"63,718",3.55,3.55,2,,,,Ukraine
950590 - Other,"14,821",3.40,3.40,1,,,,Ukraine
950611 - - Skis,"7,607,043",4.20,4.20,2,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Ukraine
950619 - - Other,,3.40,3.40,1,,,,Ukraine
950621 - - Sailboards,,3.40,3.40,1,,,,Ukraine
950629 - - Other,"1,102",3.40,3.40,1,,,,Ukraine
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Ukraine
950632 - - Balls,,3.40,3.40,1,,,,Ukraine
950639 - - Other,"7,399",3.40,3.40,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Ukraine
950659 - - Other,"231,488",3.40,3.40,1,,,,Ukraine
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Ukraine
950662 - - Inflatable,,3.40,3.40,2,,,,Ukraine
950669 - - Other,,1.70,1.70,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.27,2.27,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","7,495",3.40,3.40,1,,,,Ukraine
950699 - - Other,"355,726",1.70,1.70,2,,,,Ukraine
950710 - Fishing rods,,4.30,4.30,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,3.20,3.20,2,,,,Ukraine
950730 - Fishing reels,496,4.30,4.30,1,,,,Ukraine
950790 - Other,,4.30,4.30,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","257,631",2.20,2.20,1,,,,Ukraine
,1997,"7,833,846",4.65,4.65,75,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,7.40,7.40,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","2,143",6.00,6.00,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Ukraine
950299 - - Other,,4.80,4.80,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor","9,208",5.60,5.60,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","235,744",5.60,5.60,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"4,071",5.97,5.97,3,,,,Ukraine
950341 - - Stuffed,"7,825",6.00,6.00,1,,,,Ukraine
950349 - - Other,"14,947",5.83,5.83,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"50,125",5.60,5.60,1,,,,Ukraine
950360 - Puzzles,,6.15,6.15,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","79,485",5.80,5.80,2,,,,Ukraine
950390 - Other,"99,886",5.75,5.75,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Ukraine
950420 - Articles and accessories for billiards,714,3.90,3.90,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","30,767",3.90,3.90,4,,,,Ukraine
950440 - Playing cards,,3.60,3.60,1,,,,Ukraine
950490 - Other,,3.90,3.90,2,,,,Ukraine
950510 - Articles for Christmas festivities,"23,940",4.20,4.20,2,,,,Ukraine
950590 - Other,,4.10,4.10,1,,,,Ukraine
950611 - - Skis,"6,197,188",4.60,4.60,2,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Ukraine
950619 - - Other,,4.00,4.00,1,,,,Ukraine
950621 - - Sailboards,,4.00,4.00,1,,,,Ukraine
950629 - - Other,"4,366",4.00,4.00,1,,,,Ukraine
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Ukraine
950632 - - Balls,,4.00,4.00,1,,,,Ukraine
950639 - - Other,"1,077",4.00,4.00,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Ukraine
950659 - - Other,"87,956",4.00,4.00,1,,,,Ukraine
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Ukraine
950662 - - Inflatable,,4.00,4.00,2,,,,Ukraine
950669 - - Other,,2.00,2.00,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","44,318",4.00,4.00,1,,,,Ukraine
950699 - - Other,"357,801",2.00,2.00,2,,,,Ukraine
950710 - Fishing rods,,5.00,5.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Ukraine
950730 - Fishing reels,,5.00,5.00,1,,,,Ukraine
950790 - Other,,5.00,5.00,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","582,284",2.70,2.70,1,,,,Ukraine
,1996,"6,340,891",4.65,4.65,75,,,,Ukraine
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",990,7.40,7.40,2,,,,Ukraine
"950210 - Dolls, whether or not dressed","97,644",6.00,6.00,2,,,,Ukraine
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Ukraine
950299 - - Other,,4.80,4.80,1,,,,Ukraine
"950310 - Electric trains, including tracks, signals and other accessories therefor",,5.60,5.60,2,,,,Ukraine
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","15,542",5.60,5.60,2,,,,Ukraine
950330 - Other construction sets and constructional toys,"1,346",5.97,5.97,3,,,,Ukraine
950341 - - Stuffed,"25,192",6.00,6.00,1,,,,Ukraine
950349 - - Other,"1,981",5.83,5.83,3,,,,Ukraine
950350 - Toy musical instruments and apparatus,"53,926",5.60,5.60,1,,,,Ukraine
950360 - Puzzles,,6.15,6.15,2,,,,Ukraine
"950370 - Other toys, put up in sets or outfits","23,071",6.00,6.00,1,,,,Ukraine
"950380 - Other toys and models, incorporating a motor","25,090",5.80,5.80,2,,,,Ukraine
950390 - Other,"144,053",5.75,5.75,8,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"45,927",3.90,3.90,1,,,,Ukraine
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Ukraine
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","1,981",3.90,3.90,4,,,,Ukraine
950440 - Playing cards,,3.60,3.60,1,,,,Ukraine
950490 - Other,,3.90,3.90,2,,,,Ukraine
950510 - Articles for Christmas festivities,"16,088",4.20,4.20,2,,,,Ukraine
950590 - Other,,4.10,4.10,1,,,,Ukraine
950611 - - Skis,"5,454,401",4.60,4.60,2,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Ukraine
950619 - - Other,,4.00,4.00,1,,,,Ukraine
950621 - - Sailboards,,4.00,4.00,1,,,,Ukraine
950629 - - Other,"6,857",4.00,4.00,1,,,,Ukraine
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Ukraine
950632 - - Balls,,4.00,4.00,1,,,,Ukraine
950639 - - Other,"3,975",4.00,4.00,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Ukraine
950659 - - Other,"9,053",4.00,4.00,1,,,,Ukraine
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Ukraine
950662 - - Inflatable,,4.00,4.00,2,,,,Ukraine
950669 - - Other,,2.00,2.00,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","75,779",4.00,4.00,1,,,,Ukraine
950699 - - Other,"297,071",2.00,2.00,2,,,,Ukraine
950710 - Fishing rods,,5.00,5.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Ukraine
950730 - Fishing reels,,5.00,5.00,1,,,,Ukraine
950790 - Other,"7,580",5.00,5.00,1,,,,Ukraine
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","33,344",2.70,2.70,1,,,,Ukraine
