Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,842,000",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,"1,000",3.78,3.78,9,,,,China
300290 - Other,"4,129,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,054,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"8,086,000",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"677,000",10.48,10.48,71,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"2,474,000",6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"1,890,000",10.44,10.44,63,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"177,000",8.67,8.67,6,,,,China
300590 - Other,"1,269,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","301,000",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,"8,000",10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,153,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"404,000",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2008,"29,359,000",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"275,000",4.00,4.00,5,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","4,173,000",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"3,803,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","783,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"8,020,000",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"572,000",10.48,10.48,71,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"3,402,000",6.69,6.69,26,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"1,559,000",10.44,10.44,63,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"31,000",8.67,8.67,6,,,,China
300590 - Other,"1,284,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","209,000",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,046,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,"6,000",5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"196,000",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2007,"19,669,000",7.96,7.96,388,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"2,063,000",4.00,4.00,5,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","1,572,000",3.00,3.00,22,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"3,394,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,070,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"4,030,000",6.69,6.69,26,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"162,000",10.48,10.48,71,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"36,000",6.69,6.69,26,,,,China
300431 -- Containing insulin,"5,000",14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,"593,000",7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"481,000",10.44,10.44,63,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,China
300590 - Other,"293,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","555,000",5.33,5.33,3,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"5,202,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300691 -- Appliances identifiable for ostomy use,"213,000",12.00,12.00,2,,,,China
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2006,"16,540,000",7.99,7.99,381,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","394,000",4.00,4.00,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,China
300190 - Other,"1,470,000",4.00,4.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","5,711,000",3.10,3.10,20,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"2,276,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","303,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"1,425,000",6.96,6.96,25,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,"9,000",7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"607,000",10.43,10.43,70,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","46,000",11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"343,000",6.96,6.96,25,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,"436,000",7.27,7.27,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"81,000",10.39,10.39,62,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,China
300590 - Other,"258,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","895,000",7.00,7.00,4,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,286,000",4.00,4.00,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2005,"14,073,000",8.01,8.01,381,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","440,000",4.00,4.00,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,"10,000",6.00,6.00,2,,,,China
300190 - Other,"960,000",4.00,4.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","4,387,000",3.10,3.10,20,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"1,367,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","344,000",11.43,11.43,7,,,,China
300320 - Containing other antibiotics,"193,000",7.20,7.20,25,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,7.45,7.45,33,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,China
300390 - Other,"45,000",10.43,10.43,70,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,China
300420 - Containing other antibiotics,"34,000",7.20,7.20,25,,,,China
300431 -- Containing insulin,"5,000",14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,"613,000",7.45,7.45,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,China
300490 - Other,"70,000",10.39,10.39,62,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"30,000",8.67,8.67,6,,,,China
300590 - Other,"73,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","705,000",7.00,7.00,4,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,797,000",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2004,"5,377,000",8.41,8.41,374,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","286,000",4.00,4.00,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,"268,000",6.00,6.00,2,,,,China
300190 - Other,"308,000",4.00,4.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","968,000",3.10,3.10,20,,,,China
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,China
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,China
300290 - Other,"579,000",6.25,6.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","358,000",12.29,12.29,7,,,,China
300320 - Containing other antibiotics,"194,000",7.75,7.75,24,,,,China
300331 -- Containing insulin,,14.00,14.00,1,,,,China
300339 -- Other,,8.13,8.13,31,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,5,,,,China
300390 - Other,"41,000",10.69,10.69,70,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","40,000",12.29,12.29,7,,,,China
300420 - Containing other antibiotics,"219,000",7.75,7.75,24,,,,China
300431 -- Containing insulin,,14.00,14.00,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,China
300439 -- Other,,8.25,8.25,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,10.00,10.00,5,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.29,10.29,7,,,,China
300490 - Other,"597,000",10.58,10.58,62,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"30,000",8.67,8.67,6,,,,China
300590 - Other,"9,000",8.00,8.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","343,000",7.00,7.00,4,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,137,000",2.80,2.80,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,China
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,China
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,China
,2003,"3,342,000",3.80,3.80,374,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","43,000",5.50,5.50,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,"65,000",6.75,6.75,2,,,,China
300190 - Other,"1,000",4.50,4.50,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","719,000",3.60,3.60,20,,,,China
300220 - Vaccines for human medicine,,2.64,2.64,18,,,,China
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,China
300290 - Other,,7.19,7.19,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","264,000",0.00,0.00,7,,,,China
300320 - Containing other antibiotics,"18,000",3.00,3.00,24,,,,China
300331 -- Containing insulin,,15.50,15.50,1,,,,China
300339 -- Other,,5.92,5.92,31,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,9.30,9.30,5,,,,China
300390 - Other,"357,000",4.34,4.34,70,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","78,000",0.00,0.00,7,,,,China
300420 - Containing other antibiotics,"444,000",1.38,1.38,24,,,,China
300431 -- Containing insulin,,15.50,15.50,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,3,,,,China
300439 -- Other,"3,000",3.89,3.89,32,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","20,000",3.10,3.10,5,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,000",0.00,0.00,7,,,,China
300490 - Other,"807,000",2.28,2.28,62,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"35,000",7.92,7.92,6,,,,China
300590 - Other,,6.80,6.80,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","261,000",7.00,7.00,4,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"226,000",2.10,2.10,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,China
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,China
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,China
,2002,"1,905,719",7.30,7.30,373,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","11,250",5.50,5.50,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,,7.50,7.50,2,,,,China
300190 - Other,,5.50,5.50,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","82,850",4.60,4.60,20,,,,China
300220 - Vaccines for human medicine,,3.72,3.72,18,,,,China
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,China
300290 - Other,"9,325",7.75,7.75,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","303,120",9.50,9.50,7,,,,China
300320 - Containing other antibiotics,"47,360",6.29,6.29,24,,,,China
300331 -- Containing insulin,,15.50,15.50,1,,,,China
300339 -- Other,,9.06,9.06,31,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,12.40,12.40,5,,,,China
300390 - Other,"33,725",9.74,9.74,70,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","141,057",0.00,0.00,7,,,,China
300420 - Containing other antibiotics,"700,372",3.75,3.75,24,,,,China
300431 -- Containing insulin,,15.50,15.50,1,,,,China
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,15.50,15.50,1,,,,China
300439 -- Other,,6.98,6.98,33,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,6.20,6.20,5,,,,China
300450 - Other medicaments containing vitamins or other products of heading 29.36,,11.07,11.07,7,,,,China
300490 - Other,"107,225",6.81,6.81,62,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"1,334",9.92,9.92,6,,,,China
300590 - Other,"20,495",9.20,9.20,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","221,844",8.50,8.50,4,,,,China
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"225,762",4.15,4.15,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,China
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,China
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,15.50,15.50,1,,,,China
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,China
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,China
,2001,"1,475,528",10.84,10.84,368,,,,China
"300110 - Glands and other organs, dried, whether or not powdered",,6.50,6.50,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,,8.50,8.50,2,,,,China
300190 - Other,566,6.50,6.50,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,5.60,5.60,20,,,,China
300220 - Vaccines for human medicine,,4.72,4.72,18,,,,China
300230 - Vaccines for veterinary medicine,,6.28,6.28,9,,,,China
300290 - Other,"191,617",8.75,8.75,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","345,662",14.79,14.79,7,,,,China
300320 - Containing other antibiotics,"118,072",10.25,10.25,24,,,,China
300331 - - Containing insulin,,16.50,16.50,1,,,,China
300339 - - Other,,10.28,10.28,27,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,,12.50,12.50,5,,,,China
300390 - Other,"44,100",13.11,13.11,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,14.79,14.79,7,,,,China
300420 - Containing other antibiotics,"130,600",10.25,10.25,24,,,,China
300431 - - Containing insulin,,16.50,16.50,1,,,,China
300432 - - Containing adrenal cortical hormones,,16.50,16.50,1,,,,China
300439 - - Other,,10.50,10.50,28,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics",,12.50,12.50,5,,,,China
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,,12.79,12.79,7,,,,China
300490 - Other,"80,523",13.19,13.19,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"23,193",10.44,10.44,8,,,,China
300590 - Other,"56,561",10.00,10.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","309,768",9.50,9.50,4,,,,China
300620 - Blood-grouping reagents,,12.50,12.50,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"174,866",5.45,5.45,10,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,7.83,7.83,3,,,,China
300650 - First-aid boxes and kits,,16.50,16.50,1,,,,China
300660 - Chemical contraceptive preparations based on hormones or spermicides,,14.50,14.50,1,,,,China
,2000,"1,970,438",11.40,11.40,363,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","90,624",7.00,7.00,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,,9.00,9.00,2,,,,China
300190 - Other,,7.00,7.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,6.22,6.22,18,,,,China
300220 - Vaccines for human medicine,,5.22,5.22,18,,,,China
300230 - Vaccines for veterinary medicine,,6.78,6.78,9,,,,China
300290 - Other,"46,350",9.25,9.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","26,822",15.29,15.29,7,,,,China
300320 - Containing other antibiotics,"78,520",10.75,10.75,24,,,,China
300331 - - Containing insulin,,17.00,17.00,1,,,,China
300339 - - Other,,10.78,10.78,27,,,,China
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,,13.00,13.00,5,,,,China
300390 - Other,"67,701",13.61,13.61,72,,,,China
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,15.29,15.29,7,,,,China
300420 - Containing other antibiotics,,10.75,10.75,24,,,,China
300431 - - Containing insulin,,17.00,17.00,1,,,,China
300432 - - Containing adrenal cortical hormones,,17.00,17.00,1,,,,China
300439 - - Other,,11.00,11.00,28,,,,China
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","1,070,446",13.00,13.00,5,,,,China
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,,13.29,13.29,7,,,,China
300490 - Other,"270,503",13.69,13.69,64,,,,China
300510 - Adhesive dressings and other articles having an adhesive layer,"9,687",11.25,11.25,8,,,,China
300590 - Other,"31,217",11.00,11.00,5,,,,China
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","278,568",9.00,9.00,4,,,,China
300620 - Blood-grouping reagents,,13.00,13.00,1,,,,China
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,5.71,5.71,7,,,,China
300640 - Dental cements and other dental fillings; bone reconstruction cements,,7.00,7.00,3,,,,China
300650 - First-aid boxes and kits,,17.00,17.00,1,,,,China
300660 - Chemical contraceptive preparations based on hormones or spermicides,,15.00,15.00,1,,,,China
,1999,"1,074,181",11.41,11.41,361,,,,China
"300110 - Glands and other organs, dried, whether or not powdered","111,441",7.00,7.00,2,,,,China
300120 - Extracts of glands or other organs or of their secretions,,9.00,9.00,2,,,,China
300190 - Other,,7.00,7.00,3,,,,China
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,6.22,6.22,18,,,,China
300220 - Vaccines for human medicine,,5.22,5.22,18,,,,China
300230 - Vaccines for veterinary medicine,,6.71,6.71,7,,,,China
300290 - Other,,9.25,9.25,8,,,,China
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","103,562",15.29,15.29,7,,,,China
300320 - Containing other antibiotics,"68,076",10.75,10.75,24,,,,China
300331 - - Containing insulin,,17.00,17.00,1,,,,China
