Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Brazil
880310 - Propellers and rotors and parts thereof,"63,580",1.35,1.35,2,,,,Brazil
880320 - Under-carriages and parts thereof,"439,635",1.35,1.35,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"18,993,167",1.35,1.35,2,,,,Brazil
880390 - Other,"30,644",1.56,1.56,5,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"55,915",2.70,2.70,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,"287,768",0.85,0.85,2,,,,Brazil
,2000,"572,954,679",2.02,2.02,33,,,,Brazil
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Brazil
880190 - Other,"7,514",2.13,2.13,3,,,,Brazil
"880211 - - Of an unladen weight not exceeding 2,000 kg","8,815,514",3.75,3.75,2,,,,Brazil
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Brazil
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Brazil
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","496,484,848",1.35,1.35,2,,,,Brazil
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","50,126,554",1.35,1.35,2,,,,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Brazil
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Brazil
880320 - Under-carriages and parts thereof,"14,806",1.35,1.35,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"17,291,276",1.35,1.35,2,,,,Brazil
880390 - Other,"90,940",1.56,1.56,5,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"14,456",2.70,2.70,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,"108,770",0.85,0.85,2,,,,Brazil
,1999,"287,323,496",2.02,2.02,33,,,,Brazil
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Brazil
880190 - Other,,2.13,2.13,3,,,,Brazil
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Brazil
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Brazil
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,187",3.85,3.85,2,,,,Brazil
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","181,555,826",1.35,1.35,2,,,,Brazil
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","85,359,903",1.35,1.35,2,,,,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Brazil
880310 - Propellers and rotors and parts thereof,"32,645",1.35,1.35,2,,,,Brazil
880320 - Under-carriages and parts thereof,"161,999",1.35,1.35,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"20,204,800",1.35,1.35,2,,,,Brazil
880390 - Other,"5,137",1.56,1.56,5,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Brazil
,1998,"342,946,557",2.33,2.33,30,,,,Brazil
880110 - Gliders and hang gliders,,2.20,2.20,2,,,,Brazil
880190 - Other,,2.63,2.63,3,,,,Brazil
"880211 - - Of an unladen weight not exceeding 2,000 kg",,4.50,4.50,2,,,,Brazil
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.60,1.60,2,,,,Brazil
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","117,482",4.30,4.30,2,,,,Brazil
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","141,525,269",1.65,1.65,2,,,,Brazil
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","186,555,335",1.60,1.60,2,,,,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.60,4.60,1,,,,Brazil
880310 - Propellers and rotors and parts thereof,"427,484",1.60,1.60,2,,,,Brazil
880320 - Under-carriages and parts thereof,"47,988",1.60,1.60,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"13,407,303",1.60,1.60,2,,,,Brazil
880390 - Other,"865,697",1.77,1.77,3,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.30,3.30,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.75,2.75,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,,1.05,1.05,2,,,,Brazil
,1997,"131,969,641",2.68,2.68,30,,,,Brazil
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,Brazil
880190 - Other,"6,146",3.13,3.13,3,,,,Brazil
"880211 - - Of an unladen weight not exceeding 2,000 kg","884,676",5.25,5.25,2,,,,Brazil
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Brazil
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","100,306",4.70,4.70,2,,,,Brazil
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","126,573,607",1.90,1.90,2,,,,Brazil
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Brazil
880310 - Propellers and rotors and parts thereof,"1,100",1.80,1.80,2,,,,Brazil
880320 - Under-carriages and parts thereof,"66,409",1.80,1.80,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"4,273,131",1.80,1.80,2,,,,Brazil
880390 - Other,"63,552",2.03,2.03,3,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,714,3.90,3.90,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,Brazil
,1996,"3,011,389",2.68,2.68,30,,,,Brazil
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,Brazil
880190 - Other,,3.13,3.13,3,,,,Brazil
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,Brazil
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Brazil
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","97,644",4.70,4.70,2,,,,Brazil
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","693,309",1.90,1.90,2,,,,Brazil
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Brazil
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Brazil
880310 - Propellers and rotors and parts thereof,"108,005",1.80,1.80,2,,,,Brazil
880320 - Under-carriages and parts thereof,"119,293",1.80,1.80,2,,,,Brazil
880330 - Other parts of aeroplanes or helicopters,"1,836,718",1.80,1.80,2,,,,Brazil
880390 - Other,"45,533",2.03,2.03,3,,,,Brazil
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"7,225",3.90,3.90,1,,,,Brazil
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Brazil
880520 - Ground flying trainers and parts thereof,"103,662",1.25,1.25,2,,,,Brazil
