Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
170111 - - Cane sugar,,60.00,60.00,1,,,,United States of America
170112 - - Beet sugar,,60.00,60.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,United States of America
170199 - - Other,284,60.00,60.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",327,27.50,27.50,1,,,,United States of America
170219 - - Other,"179,388",27.50,27.50,1,,,,United States of America
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,559",38.50,38.50,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","10,398",38.50,38.50,1,,,,United States of America
170250 - Chemically pure fructose,,38.50,38.50,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","2,119",38.50,38.50,1,,,,United States of America
"170290 - Other, including invert sugar","5,508",38.50,38.50,1,,,,United States of America
170310 - Cane molasses,,16.50,16.50,1,,,,United States of America
170390 - Other,,16.50,16.50,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","1,269",38.50,38.50,1,,,,United States of America
170490 - Other,"74,100",38.50,38.50,1,,,,United States of America
,1999,"1,204,590",38.50,38.50,16,,,,United States of America
170111 - - Cane sugar,,44.00,44.00,1,,,,United States of America
170112 - - Beet sugar,889,44.00,44.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,United States of America
170199 - - Other,"306,354",44.00,44.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","68,012",27.50,27.50,1,,,,United States of America
170219 - - Other,"483,766",27.50,27.50,1,,,,United States of America
170220 - Maple sugar and maple syrup,"143,549",44.00,44.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",445,44.00,44.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","123,657",44.00,44.00,1,,,,United States of America
170250 - Chemically pure fructose,"1,689",44.00,44.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","1,311",44.00,44.00,1,,,,United States of America
"170290 - Other, including invert sugar","5,358",44.00,44.00,1,,,,United States of America
170310 - Cane molasses,,16.50,16.50,1,,,,United States of America
170390 - Other,,16.50,16.50,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","53,406",44.00,44.00,1,,,,United States of America
170490 - Other,"16,154",44.00,44.00,1,,,,United States of America
,1998,"651,918",33.75,33.75,16,,,,United States of America
170111 - - Cane sugar,,40.00,40.00,1,,,,United States of America
170112 - - Beet sugar,,40.00,40.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,United States of America
170199 - - Other,,40.00,40.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","349,276",20.00,20.00,1,,,,United States of America
170219 - - Other,"259,172",20.00,20.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,40.00,40.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",271,40.00,40.00,1,,,,United States of America
170250 - Chemically pure fructose,"2,787",40.00,40.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","1,654",40.00,40.00,1,,,,United States of America
"170290 - Other, including invert sugar",283,40.00,40.00,1,,,,United States of America
170310 - Cane molasses,,10.00,10.00,1,,,,United States of America
170390 - Other,,10.00,10.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated",957,40.00,40.00,1,,,,United States of America
170490 - Other,"37,516",40.00,40.00,1,,,,United States of America
,1997,"5,896,996",33.13,33.13,16,,,,United States of America
170111 - - Cane sugar,"5,102,771",0.00,0.00,1,,,,United States of America
170112 - - Beet sugar,,0.00,0.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,United States of America
170199 - - Other,"77,343",45.00,45.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","608,663",25.00,25.00,1,,,,United States of America
170219 - - Other,"52,169",25.00,25.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,45.00,45.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,45.00,45.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",637,45.00,45.00,1,,,,United States of America
170250 - Chemically pure fructose,"3,478",45.00,45.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,United States of America
"170290 - Other, including invert sugar","13,021",45.00,45.00,1,,,,United States of America
170310 - Cane molasses,,15.00,15.00,1,,,,United States of America
170390 - Other,,15.00,15.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated",280,45.00,45.00,1,,,,United States of America
170490 - Other,"38,634",45.00,45.00,1,,,,United States of America
,1996,"865,899",36.75,36.75,16,,,,United States of America
170111 - - Cane sugar,,0.00,0.00,1,,,,United States of America
170112 - - Beet sugar,,0.00,0.00,1,,,,United States of America
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,United States of America
170199 - - Other,,52.00,52.00,1,,,,United States of America
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","621,638",22.00,22.00,1,,,,United States of America
170219 - - Other,"48,362",22.00,22.00,1,,,,United States of America
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,United States of America
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","7,291",52.00,52.00,1,,,,United States of America
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","35,729",52.00,52.00,1,,,,United States of America
170250 - Chemically pure fructose,,52.00,52.00,1,,,,United States of America
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,United States of America
"170290 - Other, including invert sugar","8,588",52.00,52.00,1,,,,United States of America
170310 - Cane molasses,,12.00,12.00,1,,,,United States of America
170390 - Other,,12.00,12.00,1,,,,United States of America
"170410 - Chewing gum, whether or not sugar-coated","94,282",52.00,52.00,1,,,,United States of America
170490 - Other,"50,008",52.00,52.00,1,,,,United States of America
