Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
300691 -- Appliances identifiable for ostomy use,"925,346",0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,167,0.00,0.00,1,,,,Russian Federation
,2010,"21,853,077",0.00,0.00,46,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,676,0.00,0.00,2,,,,Russian Federation
300190 - Other,"152,323",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","7,032,295",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,994,0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"330,895",0.00,0.00,1,,,,Russian Federation
300290 - Other,"706,200",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"9,757",0.00,0.00,1,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,073,472",0.00,0.00,1,,,,Russian Federation
300420 - Containing other antibiotics,"342,203",0.00,0.00,1,,,,Russian Federation
300431 -- Containing insulin,53,0.00,0.00,1,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","168,165",0.00,0.00,1,,,,Russian Federation
300439 -- Other,"146,622",0.00,0.00,1,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","28,648",0.00,0.00,1,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"177,949",0.00,0.00,1,,,,Russian Federation
300490 - Other,"11,215,621",0.00,0.00,1,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"273,757",0.00,0.00,1,,,,Russian Federation
300590 - Other,"128,699",0.00,0.00,4,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","9,439",0.00,0.00,3,,,,Russian Federation
300620 - Blood-grouping reagents,"28,794",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,80,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"15,166",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"8,047",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","1,511",0.00,0.00,2,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,"1,710",0.00,0.00,1,,,,Russian Federation
,2009,"14,725,852",0.33,0.33,59,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,"9,764",0.00,0.00,2,,,,Russian Federation
300190 - Other,"449,725",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","2,551,354",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"241,761",0.00,0.00,1,,,,Russian Federation
300290 - Other,"545,743",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,"1,200",0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,153,0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",181,0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"337,918",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","2,422,475",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"1,097,973",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","67,285",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"37,534",0.00,0.00,2,,,,Russian Federation
300490 - Other,"6,364,654",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"292,866",0.00,0.00,1,,,,Russian Federation
300590 - Other,"204,338",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","4,505",2.17,2.17,3,,,,Russian Federation
300620 - Blood-grouping reagents,"30,881",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,404,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"33,643",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,907,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","3,501",0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"27,087",6.50,6.50,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,6.50,6.50,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2008,"14,684,748",0.33,0.33,59,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,"8,057",0.00,0.00,2,,,,Russian Federation
300190 - Other,"455,722",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","299,484",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"1,617,842",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"205,984",0.00,0.00,1,,,,Russian Federation
300290 - Other,"217,395",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,"1,641",0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"9,390",0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,592",0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"1,096,320",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","82,909",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"60,995",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,214,077",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,856",0.00,0.00,2,,,,Russian Federation
300490 - Other,"8,382,862",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"638,444",0.00,0.00,1,,,,Russian Federation
300590 - Other,"316,769",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,226",2.17,2.17,3,,,,Russian Federation
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,589",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"37,661",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"1,099",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"18,838",6.50,6.50,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,,6.50,6.50,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2007,"9,940,935",0.33,0.33,59,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Russian Federation
300190 - Other,164,0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","546,062",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"5,482",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"192,309",0.00,0.00,1,,,,Russian Federation
300290 - Other,"448,976",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,302",0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,"1,316",0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,,0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,058",0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"362,908",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,181,549",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"145,342",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","96,428",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"378,422",0.00,0.00,2,,,,Russian Federation
300490 - Other,"5,022,321",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"647,959",0.00,0.00,1,,,,Russian Federation
300590 - Other,"485,335",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","9,881",2.17,2.17,3,,,,Russian Federation
300620 - Blood-grouping reagents,"23,559",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"142,875",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"200,778",0.00,0.00,1,,,,Russian Federation
300650 - First-aid boxes and kits,"6,825",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"4,673",6.50,6.50,1,,,,Russian Federation
300691 -- Appliances identifiable for ostomy use,"28,410",6.50,6.50,1,,,,Russian Federation
300692 -- Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2006,"7,843,595",0.11,0.11,59,,,,Russian Federation
"300110 - Glands and other organs, dried, whether or not powdered",,0.00,0.00,2,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Russian Federation
300190 - Other,"14,615",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","304,119",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"180,053",0.00,0.00,1,,,,Russian Federation
300290 - Other,"131,838",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,515,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,,0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","70,502",0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"267,732",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","671,859",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"56,376",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","130,281",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"111,849",0.00,0.00,2,,,,Russian Federation
300490 - Other,"4,822,584",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"584,030",0.00,0.00,1,,,,Russian Federation
300590 - Other,"379,932",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","12,079",0.00,0.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,"17,541",0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,452,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"13,535",0.00,0.00,1,,,,Russian Federation
300650 - First- Aid boxes and kits,163,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","63,169",0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"10,371",6.50,6.50,1,,,,Russian Federation
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2005,"3,582,261",0.11,0.11,59,,,,Russian Federation
"300110 - Glands and other organs, dried, whether or not powdered",,0.00,0.00,2,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,"35,805",0.00,0.00,2,,,,Russian Federation
300190 - Other,"140,720",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","195,062",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"24,285",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"145,423",0.00,0.00,1,,,,Russian Federation
300290 - Other,"23,700",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"17,480",0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",137,0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"97,052",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","51,058",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"6,955",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","170,491",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"80,307",0.00,0.00,2,,,,Russian Federation
300490 - Other,"1,460,486",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"573,256",0.00,0.00,1,,,,Russian Federation
300590 - Other,"506,436",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,194",0.00,0.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"43,506",0.00,0.00,1,,,,Russian Federation
300650 - First- Aid boxes and kits,12,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"8,895",6.50,6.50,1,,,,Russian Federation
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2004,"2,665,081",0.11,0.11,59,,,,Russian Federation
"300110 - Glands and other organs, dried, whether or not powdered","1,443",0.00,0.00,2,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,"52,368",0.00,0.00,2,,,,Russian Federation
300190 - Other,,0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","198,352",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"84,113",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"129,017",0.00,0.00,1,,,,Russian Federation
300290 - Other,"26,408",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"46,870",0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"79,199",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","42,790",0.00,0.00,2,,,,Russian Federation
300439 -- Other,"46,659",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,150",0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"74,671",0.00,0.00,2,,,,Russian Federation
300490 - Other,"884,226",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"344,001",0.00,0.00,1,,,,Russian Federation
300590 - Other,"582,655",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",112,0.00,0.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,570",0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"59,346",0.00,0.00,1,,,,Russian Federation
300650 - First- Aid boxes and kits,"2,500",0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,630",6.50,6.50,1,,,,Russian Federation
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2003,"1,426,975",0.11,0.11,59,,,,Russian Federation
"300110 - Glands and other organs, dried, whether or not powdered",,0.00,0.00,2,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,826,0.00,0.00,2,,,,Russian Federation
300190 - Other,,0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","90,734",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"158,979",0.00,0.00,1,,,,Russian Federation
300290 - Other,"5,860",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"13,676",0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,086",0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"135,303",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,102,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,2,,,,Russian Federation
300439 -- Other,,0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"6,301",0.00,0.00,2,,,,Russian Federation
300490 - Other,"955,694",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,"1,143",0.00,0.00,1,,,,Russian Federation
300590 - Other,"12,749",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,0.00,0.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Russian Federation
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Russian Federation
300640 - Dental cements and other dental fillings; bone reconstruction cements,"44,207",0.00,0.00,1,,,,Russian Federation
300650 - First- Aid boxes and kits,317,0.00,0.00,1,,,,Russian Federation
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Russian Federation
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,6.50,6.50,1,,,,Russian Federation
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Russian Federation
,2002,"1,144,498",0.11,0.11,59,,,,Russian Federation
"300110 - Glands and other organs, dried, whether or not powdered",227,0.00,0.00,2,,,,Russian Federation
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Russian Federation
300190 - Other,"4,303",0.00,0.00,3,,,,Russian Federation
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","163,817",0.00,0.00,4,,,,Russian Federation
300220 - Vaccines for human medicine,"347,789",0.00,0.00,1,,,,Russian Federation
300230 - Vaccines for veterinary medicine,"279,164",0.00,0.00,1,,,,Russian Federation
300290 - Other,"119,914",0.00,0.00,4,,,,Russian Federation
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Russian Federation
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Russian Federation
300331 -- Containing insulin,,0.00,0.00,1,,,,Russian Federation
300339 -- Other,,0.00,0.00,1,,,,Russian Federation
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Russian Federation
300390 - Other,"1,892",0.00,0.00,2,,,,Russian Federation
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,740",0.00,0.00,2,,,,Russian Federation
300420 - Containing other antibiotics,"36,611",0.00,0.00,2,,,,Russian Federation
300431 -- Containing insulin,,0.00,0.00,2,,,,Russian Federation
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,2,,,,Russian Federation
300439 -- Other,"2,781",0.00,0.00,2,,,,Russian Federation
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,2,,,,Russian Federation
300450 - Other medicaments containing vitamins or other products of heading 29.36,"5,296",0.00,0.00,2,,,,Russian Federation
300490 - Other,"135,879",0.00,0.00,4,,,,Russian Federation
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Russian Federation
300590 - Other,"43,080",0.00,0.00,5,,,,Russian Federation
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,0.00,0.00,2,,,,Russian Federation
300620 - Blood-grouping reagents,530,0.00,0.00,1,,,,Russian Federation
