Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","127,000",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,307,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"2,485,000",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"4,829,000",10.48,10.48,71,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,504,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"16,092,000",6.69,6.69,26,,,,India
300431 -- Containing insulin,"966,000",14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,890,000",12.00,12.00,3,,,,India
300439 -- Other,"2,064,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","474,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,235,000",9.43,9.43,7,,,,India
300490 - Other,"46,009,000",10.44,10.44,63,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,"19,000",8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","66,000",5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2008,"160,419,000",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"6,149,000",4.00,4.00,5,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","27,000",3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"36,367,000",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"3,000",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,208,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"3,114,000",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"3,720,000",10.48,10.48,71,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","14,063,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"22,019,000",6.69,6.69,26,,,,India
300431 -- Containing insulin,,14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","1,615,000",12.00,12.00,3,,,,India
300439 -- Other,"2,502,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","327,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,595,000",9.43,9.43,7,,,,India
300490 - Other,"65,710,000",10.44,10.44,63,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,,8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2007,"107,892,000",7.96,7.96,388,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"2,862,000",4.00,4.00,5,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.00,3.00,22,,,,India
300220 - Vaccines for human medicine,"4,891,000",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","1,576,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"11,391,000",6.69,6.69,26,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"5,963,000",10.48,10.48,71,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","9,912,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"21,827,000",6.69,6.69,26,,,,India
300431 -- Containing insulin,,14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","2,628,000",12.00,12.00,3,,,,India
300439 -- Other,"1,537,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","277,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,736,000",9.43,9.43,7,,,,India
300490 - Other,"43,286,000",10.44,10.44,63,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,,8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","6,000",5.33,5.33,3,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,India
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2006,"80,902,000",7.99,7.99,381,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"1,767,000",4.00,4.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,India
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,"3,000",6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","768,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"8,911,000",6.96,6.96,25,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"3,423,000",10.43,10.43,70,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","8,468,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"25,964,000",6.96,6.96,25,,,,India
300431 -- Containing insulin,,14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","941,000",12.00,12.00,3,,,,India
300439 -- Other,"1,062,000",7.27,7.27,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","465,000",7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,415,000",9.43,9.43,7,,,,India
300490 - Other,"27,697,000",10.39,10.39,62,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,,8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","18,000",7.00,7.00,4,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2005,"56,697,000",8.01,8.01,381,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"54,000",4.00,4.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,India
300220 - Vaccines for human medicine,,2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","21,000",11.43,11.43,7,,,,India
300320 - Containing other antibiotics,"5,032,000",7.20,7.20,25,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,,7.45,7.45,33,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,India
300390 - Other,"2,704,000",10.43,10.43,70,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,843,000",11.43,11.43,7,,,,India
300420 - Containing other antibiotics,"19,004,000",7.20,7.20,25,,,,India
300431 -- Containing insulin,,14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","332,000",12.00,12.00,3,,,,India
300439 -- Other,"154,000",7.45,7.45,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"854,000",9.43,9.43,7,,,,India
300490 - Other,"20,699,000",10.39,10.39,62,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,,8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2004,"46,094,000",8.41,8.41,374,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,India
300190 - Other,"50,000",4.00,4.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.10,3.10,20,,,,India
300220 - Vaccines for human medicine,"497,000",2.22,2.22,18,,,,India
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,India
300290 - Other,,6.25,6.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,000",12.29,12.29,7,,,,India
300320 - Containing other antibiotics,"2,240,000",7.75,7.75,24,,,,India
300331 -- Containing insulin,,14.00,14.00,1,,,,India
300339 -- Other,"21,000",8.13,8.13,31,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,5,,,,India
300390 - Other,"2,763,000",10.69,10.69,70,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","7,477,000",12.29,12.29,7,,,,India
300420 - Containing other antibiotics,"13,629,000",7.75,7.75,24,,,,India
300431 -- Containing insulin,,14.00,14.00,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","1,188,000",12.00,12.00,3,,,,India
300439 -- Other,"42,000",8.25,8.25,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","91,000",10.00,10.00,5,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"528,000",10.29,10.29,7,,,,India
300490 - Other,"17,549,000",10.58,10.58,62,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,India
300590 - Other,,8.00,8.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","3,000",7.00,7.00,4,,,,India
300620 - Blood-grouping reagents,"9,000",10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,India
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,India
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,India
,2003,"31,692,000",3.80,3.80,374,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,6.75,6.75,2,,,,India
300190 - Other,"302,000",4.50,4.50,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,3.60,3.60,20,,,,India
300220 - Vaccines for human medicine,"600,000",2.64,2.64,18,,,,India
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,India
300290 - Other,,7.19,7.19,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,India
300320 - Containing other antibiotics,"579,000",3.00,3.00,24,,,,India
300331 -- Containing insulin,,15.50,15.50,1,,,,India
300339 -- Other,,5.92,5.92,31,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,9.30,9.30,5,,,,India
300390 - Other,"3,160,000",4.34,4.34,70,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","4,182,000",0.00,0.00,7,,,,India
300420 - Containing other antibiotics,"6,922,000",1.38,1.38,24,,,,India
300431 -- Containing insulin,,15.50,15.50,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","765,000",0.00,0.00,3,,,,India
300439 -- Other,"208,000",3.89,3.89,32,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","306,000",3.10,3.10,5,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"67,000",0.00,0.00,7,,,,India
300490 - Other,"14,601,000",2.28,2.28,62,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,7.92,7.92,6,,,,India
300590 - Other,,6.80,6.80,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,7.00,7.00,4,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.10,2.10,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,India
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,India
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,India
,2002,"49,802,113",7.30,7.30,373,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,7.50,7.50,2,,,,India
300190 - Other,"367,194",5.50,5.50,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,4.60,4.60,20,,,,India
300220 - Vaccines for human medicine,"12,997,875",3.72,3.72,18,,,,India
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,India
300290 - Other,,7.75,7.75,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","272,791",9.50,9.50,7,,,,India
300320 - Containing other antibiotics,"743,979",6.29,6.29,24,,,,India
300331 -- Containing insulin,,15.50,15.50,1,,,,India
300339 -- Other,,9.06,9.06,31,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,12.40,12.40,5,,,,India
300390 - Other,"3,023,851",9.74,9.74,70,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","5,458,763",0.00,0.00,7,,,,India
300420 - Containing other antibiotics,"11,691,828",3.75,3.75,24,,,,India
300431 -- Containing insulin,,15.50,15.50,1,,,,India
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","719,656",15.50,15.50,1,,,,India
300439 -- Other,"625,179",6.98,6.98,33,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","14,715",6.20,6.20,5,,,,India
300450 - Other medicaments containing vitamins or other products of heading 29.36,"2,086,021",11.07,11.07,7,,,,India
300490 - Other,"11,800,261",6.81,6.81,62,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,9.92,9.92,6,,,,India
300590 - Other,,9.20,9.20,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,8.50,8.50,4,,,,India
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.15,4.15,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,6.33,6.33,3,,,,India
300650 - First- Aid boxes and kits,,15.50,15.50,1,,,,India
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,15.50,15.50,1,,,,India
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.50,15.50,1,,,,India
300680 - Waste pharmaceuticals,,15.50,15.50,1,,,,India
,2001,"36,170,743",10.84,10.84,368,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,6.50,6.50,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,8.50,8.50,2,,,,India
300190 - Other,"91,678",6.50,6.50,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,5.60,5.60,20,,,,India
300220 - Vaccines for human medicine,"9,931,933",4.72,4.72,18,,,,India
300230 - Vaccines for veterinary medicine,,6.28,6.28,9,,,,India
300290 - Other,,8.75,8.75,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","174,954",14.79,14.79,7,,,,India
300320 - Containing other antibiotics,"706,747",10.25,10.25,24,,,,India
300331 - - Containing insulin,,16.50,16.50,1,,,,India
300339 - - Other,,10.28,10.28,27,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,428,12.50,12.50,5,,,,India
300390 - Other,"3,521,842",13.11,13.11,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","3,620,949",14.79,14.79,7,,,,India
300420 - Containing other antibiotics,"8,595,830",10.25,10.25,24,,,,India
300431 - - Containing insulin,,16.50,16.50,1,,,,India
300432 - - Containing adrenal cortical hormones,"378,041",16.50,16.50,1,,,,India
300439 - - Other,"45,135",10.50,10.50,28,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","35,521",12.50,12.50,5,,,,India
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"113,598",12.79,12.79,7,,,,India
300490 - Other,"8,954,087",13.19,13.19,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,10.44,10.44,8,,,,India
300590 - Other,,10.00,10.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,9.50,9.50,4,,,,India
300620 - Blood-grouping reagents,,12.50,12.50,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,5.45,5.45,10,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,7.83,7.83,3,,,,India
300650 - First-aid boxes and kits,,16.50,16.50,1,,,,India
300660 - Chemical contraceptive preparations based on hormones or spermicides,,14.50,14.50,1,,,,India
,2000,"15,199,939",11.40,11.40,363,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,7.00,7.00,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,9.00,9.00,2,,,,India
300190 - Other,,7.00,7.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,6.22,6.22,18,,,,India
300220 - Vaccines for human medicine,"8,696,101",5.22,5.22,18,,,,India
300230 - Vaccines for veterinary medicine,,6.78,6.78,9,,,,India
300290 - Other,,9.25,9.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","89,139",15.29,15.29,7,,,,India
300320 - Containing other antibiotics,"46,265",10.75,10.75,24,,,,India
300331 - - Containing insulin,,17.00,17.00,1,,,,India
300339 - - Other,,10.78,10.78,27,,,,India
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,,13.00,13.00,5,,,,India
300390 - Other,"1,037,757",13.61,13.61,72,,,,India
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","168,732",15.29,15.29,7,,,,India
300420 - Containing other antibiotics,"2,153,383",10.75,10.75,24,,,,India
300431 - - Containing insulin,,17.00,17.00,1,,,,India
300432 - - Containing adrenal cortical hormones,"280,053",17.00,17.00,1,,,,India
300439 - - Other,,11.00,11.00,28,,,,India
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics","130,313",13.00,13.00,5,,,,India
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,,13.29,13.29,7,,,,India
300490 - Other,"2,593,746",13.69,13.69,64,,,,India
300510 - Adhesive dressings and other articles having an adhesive layer,,11.25,11.25,8,,,,India
300590 - Other,,11.00,11.00,5,,,,India
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","4,450",9.00,9.00,4,,,,India
300620 - Blood-grouping reagents,,13.00,13.00,1,,,,India
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,5.71,5.71,7,,,,India
300640 - Dental cements and other dental fillings; bone reconstruction cements,,7.00,7.00,3,,,,India
300650 - First-aid boxes and kits,,17.00,17.00,1,,,,India
300660 - Chemical contraceptive preparations based on hormones or spermicides,,15.00,15.00,1,,,,India
,1999,"6,084,113",11.41,11.41,361,,,,India
"300110 - Glands and other organs, dried, whether or not powdered",,7.00,7.00,2,,,,India
300120 - Extracts of glands or other organs or of their secretions,,9.00,9.00,2,,,,India
300190 - Other,,7.00,7.00,3,,,,India
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,6.22,6.22,18,,,,India
300220 - Vaccines for human medicine,"2,191,903",5.22,5.22,18,,,,India
300230 - Vaccines for veterinary medicine,,6.71,6.71,7,,,,India
300290 - Other,,9.25,9.25,8,,,,India
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","77,780",15.29,15.29,7,,,,India
300320 - Containing other antibiotics,"107,763",10.75,10.75,24,,,,India
