Importer,Year,Value,Ad val. duties,Number of lines,Armenia
,(US$),Simple average,MFN duties,Pref. duties,Armenia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Armenia
"170290 - Other, including invert sugar",,16.40,16.40,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,17.20,17.20,10,9,,,Armenia
,1996,,15.13,15.13,46,43,,,Armenia
170111 - - Cane sugar,,,,2,2,,,Armenia
170112 - - Beet sugar,,,,2,2,,,Armenia
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Armenia
170199 - - Other,,,,2,2,,,Armenia
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Armenia
170219 - - Other,,,,1,1,,,Armenia
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Armenia
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Armenia
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Armenia
170250 - Chemically pure fructose,,,,1,1,,,Armenia
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Armenia
"170290 - Other, including invert sugar",,17.60,17.60,9,8,,,Armenia
170310 - Cane molasses,,,,1,1,,,Armenia
170390 - Other,,,,1,1,,,Armenia
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Armenia
170490 - Other,,18.50,18.50,10,9,,,Armenia
