Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,,7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,,10.44,10.44,63,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,,8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2010,"51,082,000",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"490,000",6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","12,440,000",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"2,008,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"6,000",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"14,378,000",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,"218,000",7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"6,216,000",10.48,10.48,71,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"13,489,000",7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"507,000",10.44,10.44,63,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"2,000",8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"117,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","816,000",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"270,000",4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"125,000",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2009,"42,027,000",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"149,000",6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","10,420,000",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"2,725,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"2,000",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"10,247,000",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"3,517,000",10.48,10.48,71,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,,6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"13,898,000",7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"424,000",10.44,10.44,63,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"110,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","390,000",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"145,000",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2008,"41,520,000",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","14,401,000",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"953,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"100,000",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"7,528,000",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"4,985,000",10.48,10.48,71,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"157,000",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"12,357,000",7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"268,000",10.44,10.44,63,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"82,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","592,000",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"97,000",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2007,"25,952,000",7.96,7.96,388,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,5,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","6,347,000",3.00,3.00,22,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"254,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,"98,000",6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"2,841,000",6.69,6.69,26,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"5,311,000",10.48,10.48,71,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"449,000",6.69,6.69,26,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"9,215,000",7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"496,000",10.44,10.44,63,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"57,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","778,000",5.33,5.33,3,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,"106,000",5.33,5.33,3,,,,"Korea, Republic of"
300650 - First-aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300691 -- Appliances identifiable for ostomy use,,12.00,12.00,2,,,,"Korea, Republic of"
300692 -- Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2006,"20,570,000",7.99,7.99,381,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","6,509,000",3.10,3.10,20,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"465,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,,6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"1,744,000",6.96,6.96,25,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"5,006,000",10.43,10.43,70,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"105,000",6.96,6.96,25,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"5,839,000",7.27,7.27,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"258,000",10.39,10.39,62,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"76,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","565,000",7.00,7.00,4,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"3,000",4.00,4.00,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2005,"18,965,000",8.01,8.01,381,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","5,251,000",3.10,3.10,20,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"1,628,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,,6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"3,699,000",7.20,7.20,25,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,7.45,7.45,33,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,7.33,7.33,6,,,,"Korea, Republic of"
300390 - Other,"2,000",10.43,10.43,70,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,11.43,11.43,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"325,000",7.20,7.20,25,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"6,183,000",7.45,7.45,33,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","143,000",7.33,7.33,6,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,9.43,9.43,7,,,,"Korea, Republic of"
300490 - Other,"1,040,000",10.39,10.39,62,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"158,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","536,000",7.00,7.00,4,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2004,"9,837,000",8.41,8.41,374,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,4.00,4.00,2,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,"679,000",6.00,6.00,2,,,,"Korea, Republic of"
300190 - Other,,4.00,4.00,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","2,312,000",3.10,3.10,20,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"489,000",2.22,2.22,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,3.78,3.78,9,,,,"Korea, Republic of"
300290 - Other,,6.25,6.25,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","531,000",12.29,12.29,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,"1,000",7.75,7.75,24,,,,"Korea, Republic of"
300331 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
300339 -- Other,,8.13,8.13,31,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,5,,,,"Korea, Republic of"
300390 - Other,,10.69,10.69,70,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.29,12.29,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"695,000",7.75,7.75,24,,,,"Korea, Republic of"
300431 -- Containing insulin,,14.00,14.00,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.00,12.00,3,,,,"Korea, Republic of"
300439 -- Other,"3,260,000",8.25,8.25,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","90,000",10.00,10.00,5,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.29,10.29,7,,,,"Korea, Republic of"
300490 - Other,"1,328,000",10.58,10.58,62,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,,8.67,8.67,6,,,,"Korea, Republic of"
300590 - Other,"155,000",8.00,8.00,5,,,,"Korea, Republic of"
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","297,000",7.00,7.00,4,,,,"Korea, Republic of"
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,"Korea, Republic of"
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,2.80,2.80,10,,,,"Korea, Republic of"
300640 - Dental cements and other dental fillings; bone reconstruction cements,,5.33,5.33,3,,,,"Korea, Republic of"
300650 - First- Aid boxes and kits,,14.00,14.00,1,,,,"Korea, Republic of"
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,12.00,12.00,1,,,,"Korea, Republic of"
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,14.00,14.00,1,,,,"Korea, Republic of"
300680 - Waste pharmaceuticals,,14.00,14.00,1,,,,"Korea, Republic of"
,2003,"8,894,000",3.80,3.80,374,,,,"Korea, Republic of"
"300110 - Glands and other organs, dried, whether or not powdered",,5.50,5.50,2,,,,"Korea, Republic of"
300120 - Extracts of glands or other organs or of their secretions,,6.75,6.75,2,,,,"Korea, Republic of"
300190 - Other,,4.50,4.50,3,,,,"Korea, Republic of"
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,865,000",3.60,3.60,20,,,,"Korea, Republic of"
300220 - Vaccines for human medicine,"847,000",2.64,2.64,18,,,,"Korea, Republic of"
300230 - Vaccines for veterinary medicine,,5.28,5.28,9,,,,"Korea, Republic of"
300290 - Other,,7.19,7.19,8,,,,"Korea, Republic of"
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,"Korea, Republic of"
300320 - Containing other antibiotics,,3.00,3.00,24,,,,"Korea, Republic of"
300331 -- Containing insulin,,15.50,15.50,1,,,,"Korea, Republic of"
300339 -- Other,,5.92,5.92,31,,,,"Korea, Republic of"
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,9.30,9.30,5,,,,"Korea, Republic of"
300390 - Other,"57,000",4.34,4.34,70,,,,"Korea, Republic of"
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,7,,,,"Korea, Republic of"
300420 - Containing other antibiotics,"403,000",1.38,1.38,24,,,,"Korea, Republic of"
300431 -- Containing insulin,,15.50,15.50,1,,,,"Korea, Republic of"
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,3,,,,"Korea, Republic of"
300439 -- Other,"1,721,000",3.89,3.89,32,,,,"Korea, Republic of"
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","19,000",3.10,3.10,5,,,,"Korea, Republic of"
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,7,,,,"Korea, Republic of"
300490 - Other,"1,662,000",2.28,2.28,62,,,,"Korea, Republic of"
300510 - Adhesive dressings and other articles having an adhesive layer,"5,000",7.92,7.92,6,,,,"Korea, Republic of"
300590 - Other,"3,000",6.80,6.80,5,,,,"Korea, Republic of"
