Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","196,028",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"75,430",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2009,"3,627,269",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,"318,117",10.00,10.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","21,580",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"774,742",10.00,10.00,1,,,,Brazil
300290 - Other,"11,133",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"56,210",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,394",10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"3,323",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,"1,897,281",10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,047",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"364,731",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","130,507",10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"46,204",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2008,"1,122,449",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,,10.00,10.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","7,035",10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"562,079",10.00,10.00,1,,,,Brazil
300290 - Other,194,10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","16,295",10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"94,780",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,"6,239",10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,,10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","15,565",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,10.00,10.00,11,,,,Brazil
300490 - Other,"387,343",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,,10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"31,749",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,169",10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2007,"1,412,592",9.86,9.86,214,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,10.00,10.00,4,,,,Brazil
300190 - Other,"42,721",10.00,10.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",308,10.00,10.00,8,,,,Brazil
300220 - Vaccines for human medicine,,10.00,10.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"916,794",10.00,10.00,1,,,,Brazil
300290 - Other,"1,271",10.00,10.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","16,924",10.00,10.00,1,,,,Brazil
300320 - Containing other antibiotics,,10.00,10.00,1,,,,Brazil
300331 -- Containing insulin,,10.00,10.00,1,,,,Brazil
300339 -- Other,,10.00,10.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,10.00,10.00,1,,,,Brazil
300390 - Other,"140,526",10.00,10.00,14,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",473,10.00,10.00,8,,,,Brazil
300420 - Containing other antibiotics,335,10.00,10.00,29,,,,Brazil
300431 -- Containing insulin,,10.00,10.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues",,10.00,10.00,1,,,,Brazil
300439 -- Other,,10.00,10.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","5,295",10.00,10.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"24,338",10.00,10.00,11,,,,Brazil
300490 - Other,"235,100",10.00,10.00,70,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,10.00,10.00,3,,,,Brazil
300590 - Other,"1,013",10.00,10.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,10.00,10.00,2,,,,Brazil
300620 - Blood-grouping reagents,,10.00,10.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,10.00,10.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"26,916",10.00,10.00,1,,,,Brazil
300650 - First-aid boxes and kits,,10.00,10.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,576,10.00,10.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,10.00,10.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,,10.00,10.00,1,,,,Brazil
,2006,"675,221",12.32,12.32,214,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,12.50,12.50,3,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,12.50,12.50,4,,,,Brazil
300190 - Other,,12.50,12.50,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",294,12.50,12.50,8,,,,Brazil
300220 - Vaccines for human medicine,,12.50,12.50,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"177,029",12.50,12.50,1,,,,Brazil
300290 - Other,,12.50,12.50,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.50,12.50,1,,,,Brazil
300320 - Containing other antibiotics,,12.50,12.50,1,,,,Brazil
300331 -- Containing insulin,,12.50,12.50,1,,,,Brazil
300339 -- Other,"1,296",12.50,12.50,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,12.50,12.50,1,,,,Brazil
300390 - Other,"270,087",12.50,12.50,13,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,12.50,12.50,8,,,,Brazil
300420 - Containing other antibiotics,"1,168",12.50,12.50,29,,,,Brazil
300431 -- Containing insulin,,12.50,12.50,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,12.50,12.50,1,,,,Brazil
300439 -- Other,,12.50,12.50,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,12.50,12.50,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"6,269",12.50,12.50,11,,,,Brazil
300490 - Other,"197,333",12.50,12.50,69,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,12.50,12.50,3,,,,Brazil
300590 - Other,,12.50,12.50,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,12.50,12.50,2,,,,Brazil
300620 - Blood-grouping reagents,,12.50,12.50,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,12.50,12.50,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"21,745",12.50,12.50,1,,,,Brazil
300650 - First- Aid boxes and kits,,12.50,12.50,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,12.50,12.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,12.50,12.50,1,,,,Brazil
,2005,"658,102",14.79,14.79,214,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,15.00,15.00,3,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,15.00,15.00,4,,,,Brazil
300190 - Other,,15.00,15.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",631,15.00,15.00,8,,,,Brazil
300220 - Vaccines for human medicine,,15.00,15.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,"172,116",15.00,15.00,1,,,,Brazil
300290 - Other,"9,443",15.00,15.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,15.00,15.00,1,,,,Brazil
300320 - Containing other antibiotics,,15.00,15.00,1,,,,Brazil
300331 -- Containing insulin,,15.00,15.00,1,,,,Brazil
300339 -- Other,"6,924",15.00,15.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,15.00,15.00,1,,,,Brazil
300390 - Other,"32,550",15.00,15.00,13,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,15.00,15.00,8,,,,Brazil
300420 - Containing other antibiotics,"1,632",15.00,15.00,29,,,,Brazil
300431 -- Containing insulin,,15.00,15.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,15.00,15.00,1,,,,Brazil
300439 -- Other,,15.00,15.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,15.00,15.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,15.00,15.00,11,,,,Brazil
300490 - Other,"409,147",15.00,15.00,69,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,15.00,15.00,3,,,,Brazil
300590 - Other,,15.00,15.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,15.00,15.00,2,,,,Brazil
300620 - Blood-grouping reagents,,15.00,15.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,15.00,15.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"25,660",15.00,15.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,15.00,15.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,15.00,15.00,1,,,,Brazil
300680 - Waste pharmaceuticals,,15.00,15.00,1,,,,Brazil
,2004,"103,137",19.72,19.72,214,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,20.00,20.00,3,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,20.00,20.00,4,,,,Brazil
300190 - Other,"1,171",20.00,20.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,20.00,20.00,8,,,,Brazil
300220 - Vaccines for human medicine,,20.00,20.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,,20.00,20.00,1,,,,Brazil
300290 - Other,,20.00,20.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,20.00,20.00,1,,,,Brazil
300320 - Containing other antibiotics,,20.00,20.00,1,,,,Brazil
300331 -- Containing insulin,,20.00,20.00,1,,,,Brazil
300339 -- Other,,20.00,20.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,20.00,20.00,1,,,,Brazil
300390 - Other,"11,349",20.00,20.00,13,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,20.00,20.00,8,,,,Brazil
300420 - Containing other antibiotics,,20.00,20.00,29,,,,Brazil
300431 -- Containing insulin,,20.00,20.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,20.00,20.00,1,,,,Brazil
300439 -- Other,,20.00,20.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,20.00,20.00,8,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,20.00,20.00,11,,,,Brazil
300490 - Other,"84,824",20.00,20.00,69,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,20.00,20.00,3,,,,Brazil
300590 - Other,,20.00,20.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,20.00,20.00,2,,,,Brazil
300620 - Blood-grouping reagents,,20.00,20.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,20.00,20.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"5,792",20.00,20.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,20.00,20.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,20.00,20.00,1,,,,Brazil
300680 - Waste pharmaceuticals,,20.00,20.00,1,,,,Brazil
,2003,"172,575",24.65,24.65,214,1,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,25.00,25.00,3,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,25.00,25.00,4,,,,Brazil
300190 - Other,,25.00,25.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,25.00,25.00,8,,,,Brazil
300220 - Vaccines for human medicine,,25.00,25.00,14,,,,Brazil
300230 - Vaccines for veterinary medicine,,25.00,25.00,1,,,,Brazil
300290 - Other,,25.00,25.00,5,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,25.00,25.00,1,,,,Brazil
300320 - Containing other antibiotics,,25.00,25.00,1,,,,Brazil
300331 -- Containing insulin,,25.00,25.00,1,,,,Brazil
300339 -- Other,,25.00,25.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,25.00,25.00,1,,,,Brazil
300390 - Other,"6,235",25.00,25.00,13,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,25.00,25.00,8,,,,Brazil
300420 - Containing other antibiotics,,25.00,25.00,29,,,,Brazil
300431 -- Containing insulin,,25.00,25.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,25.00,25.00,1,,,,Brazil
300439 -- Other,,25.00,25.00,8,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",523,25.00,25.00,8,1,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,25.00,25.00,11,,,,Brazil
300490 - Other,"136,870",25.00,25.00,69,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,25.00,25.00,3,,,,Brazil
300590 - Other,,25.00,25.00,8,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,25.00,25.00,2,,,,Brazil
300620 - Blood-grouping reagents,,25.00,25.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,25.00,25.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"22,485",25.00,25.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,25.00,25.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"6,462",25.00,25.00,1,,,,Brazil
300680 - Waste pharmaceuticals,,25.00,25.00,1,,,,Brazil
,2002,"148,640",27.10,27.10,31,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,30.00,30.00,1,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,30.00,30.00,1,,,,Brazil
300190 - Other,,30.00,30.00,1,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,30.00,30.00,1,,,,Brazil
300220 - Vaccines for human medicine,,30.00,30.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"41,701",30.00,30.00,1,,,,Brazil
300290 - Other,,30.00,30.00,1,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,30.00,30.00,1,,,,Brazil
300320 - Containing other antibiotics,,30.00,30.00,1,,,,Brazil
300331 -- Containing insulin,,30.00,30.00,1,,,,Brazil
300339 -- Other,,30.00,30.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,30.00,30.00,1,,,,Brazil
300390 - Other,"10,629",30.00,30.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,30.00,30.00,1,,,,Brazil
300420 - Containing other antibiotics,,30.00,30.00,1,,,,Brazil
300431 -- Containing insulin,,30.00,30.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,30.00,30.00,1,,,,Brazil
300439 -- Other,,30.00,30.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,30.00,30.00,1,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,30.00,30.00,1,,,,Brazil
300490 - Other,"84,842",30.00,30.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,30.00,30.00,1,,,,Brazil
300590 - Other,,30.00,30.00,1,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,30.00,30.00,1,,,,Brazil
300620 - Blood-grouping reagents,,30.00,30.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,30.00,30.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"11,469",30.00,30.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,30.00,30.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2001,"251,565",33.45,33.45,29,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,35.00,35.00,1,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,35.00,35.00,1,,,,Brazil
300190 - Other,,35.00,35.00,1,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,35.00,35.00,1,,,,Brazil
300220 - Vaccines for human medicine,,35.00,35.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"43,817",35.00,35.00,1,,,,Brazil
300290 - Other,,35.00,35.00,1,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,35.00,35.00,1,,,,Brazil
300320 - Containing other antibiotics,,35.00,35.00,1,,,,Brazil
300331 - - Containing insulin,,35.00,35.00,1,,,,Brazil
300339 - - Other,,35.00,35.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,,35.00,35.00,1,,,,Brazil
300390 - Other,,30.00,30.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,35.00,35.00,1,,,,Brazil
300420 - Containing other antibiotics,78,35.00,35.00,1,,,,Brazil
300431 - - Containing insulin,,35.00,35.00,1,,,,Brazil
300432 - - Containing adrenal cortical hormones,,35.00,35.00,1,,,,Brazil
300439 - - Other,,35.00,35.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics",,35.00,35.00,1,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading No. 29.36,"102,047",35.00,35.00,1,,,,Brazil
300490 - Other,"103,688",30.00,30.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,35.00,35.00,1,,,,Brazil
300590 - Other,,35.00,35.00,1,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",,35.00,35.00,1,,,,Brazil
300620 - Blood-grouping reagents,,35.00,35.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,35.00,35.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,934",35.00,35.00,1,,,,Brazil
300650 - First-aid boxes and kits,,35.00,35.00,1,,,,Brazil
300660 - Chemical contraceptive preparations based on hormones or spermicides,,0.00,0.00,1,,,,Brazil
,2000,"114,694",36.71,36.71,29,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered",,38.50,38.50,1,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,,38.50,38.50,1,,,,Brazil
300190 - Other,,38.50,38.50,1,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",,38.50,38.50,1,,,,Brazil
300220 - Vaccines for human medicine,,38.50,38.50,1,,,,Brazil
300230 - Vaccines for veterinary medicine,,38.50,38.50,1,,,,Brazil
300290 - Other,123,38.50,38.50,1,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,38.50,38.50,1,,,,Brazil
