Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
300331 -- Containing insulin,650,0.00,0.00,1,,,,Brazil
300339 -- Other,"1,259",0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"933,518",0.00,0.00,1,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","234,238",0.00,0.00,1,,,,Brazil
300420 - Containing other antibiotics,"1,961,784",0.00,0.00,1,,,,Brazil
300431 -- Containing insulin,"352,407,132",0.00,0.00,1,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","6,427,471",0.00,0.00,1,,,,Brazil
300439 -- Other,"398,147",0.00,0.00,1,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","57,403",0.00,0.00,1,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,1,,,,Brazil
300490 - Other,"109,045,361",0.00,0.00,1,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"34,641",0.00,0.00,1,,,,Brazil
300590 - Other,"572,808",0.00,0.00,4,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","3,436,758",0.00,0.00,3,,,,Brazil
300620 - Blood-grouping reagents,40,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,428,090",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"2,209,173",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"46,863",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","2,400",0.00,0.00,2,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,225,0.00,0.00,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,"17,512",0.00,0.00,1,,,,Brazil
300692 -- Waste pharmaceuticals,"5,223",0.00,0.00,1,,,,Brazil
,2009,"370,725,175",0.33,0.33,59,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"3,740,100",0.00,0.00,2,,,,Brazil
300190 - Other,"6,458,147",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","15,498,976",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"552,703",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"547,320",0.00,0.00,1,,,,Brazil
300290 - Other,"2,024,887",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"2,620,020",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","14,339",0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"2,609,364",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"238,467,715",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","8,782,651",0.00,0.00,2,,,,Brazil
300439 -- Other,"4,812",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","93,912",0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"260,437",0.00,0.00,2,,,,Brazil
300490 - Other,"80,543,856",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"51,608",0.00,0.00,1,,,,Brazil
300590 - Other,"363,945",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","3,775,863",2.17,2.17,3,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,746,752",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,532,774",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,893,0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","8,564",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"23,251",6.50,6.50,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,112,6.50,6.50,1,,,,Brazil
300692 -- Waste pharmaceuticals,"2,176",0.00,0.00,1,,,,Brazil
,2008,"221,228,857",0.33,0.33,59,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"1,664,936",0.00,0.00,2,,,,Brazil
300190 - Other,"421,811",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","10,003,545",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"1,816",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"1,609,507",0.00,0.00,1,,,,Brazil
300290 - Other,"2,446,538",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",117,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,586,0.00,0.00,1,,,,Brazil
300339 -- Other,44,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"2,426,997",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,944",0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"3,082,594",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"94,242,810",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","8,544,798",0.00,0.00,2,,,,Brazil
300439 -- Other,"608,767",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"3,241,704",0.00,0.00,2,,,,Brazil
300490 - Other,"84,960,867",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"25,840",0.00,0.00,1,,,,Brazil
300590 - Other,"427,290",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","3,410,613",2.17,2.17,3,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"2,168,704",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"1,291,552",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,"7,515",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","616,692",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"10,884",6.50,6.50,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,6.50,6.50,1,,,,Brazil
300692 -- Waste pharmaceuticals,"9,390",0.00,0.00,1,,,,Brazil
,2007,"125,499,166",0.33,0.33,59,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"1,474,507",0.00,0.00,2,,,,Brazil
300190 - Other,"871,364",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","5,978,135",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"1,672",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"365,704",0.00,0.00,1,,,,Brazil
300290 - Other,"649,000",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,,0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,"1,549",0.00,0.00,1,,,,Brazil
300339 -- Other,,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"69,183",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"2,569,852",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"54,048,970",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives or structural analogues","771,167",0.00,0.00,2,,,,Brazil
300439 -- Other,"24,189",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",164,0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"273,182",0.00,0.00,2,,,,Brazil
300490 - Other,"51,683,830",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"4,619",0.00,0.00,1,,,,Brazil
300590 - Other,"179,015",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","1,743,372",2.17,2.17,3,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"4,085,529",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"682,112",0.00,0.00,1,,,,Brazil
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","19,749",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,6.50,6.50,1,,,,Brazil
300691 -- Appliances identifiable for ostomy use,,6.50,6.50,1,,,,Brazil
300692 -- Waste pharmaceuticals,"2,302",0.00,0.00,1,,,,Brazil
,2006,"114,872,657",0.11,0.11,59,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","25,489",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"4,413,760",0.00,0.00,2,,,,Brazil
300190 - Other,"984,717",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","8,252,494",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"2,084",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"245,533",0.00,0.00,1,,,,Brazil
300290 - Other,"18,457",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"397,272",0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,"1,293",0.00,0.00,1,,,,Brazil
300339 -- Other,,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"32,055",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","145,248",0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"1,188,250",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"40,187,474",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","1,506,180",0.00,0.00,2,,,,Brazil
300439 -- Other,"798,662",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"1,494",0.00,0.00,2,,,,Brazil
300490 - Other,"46,237,419",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,38,0.00,0.00,1,,,,Brazil
300590 - Other,"89,449",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,628,689",0.00,0.00,2,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"8,155,800",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"538,665",0.00,0.00,1,,,,Brazil
300650 - First- Aid boxes and kits,"18,030",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","4,068",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,38,6.50,6.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2005,"78,598,198",0.11,0.11,59,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","58,050",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"3,944,842",0.00,0.00,2,,,,Brazil
300190 - Other,"463,415",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","6,512,154",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"778,894",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"352,702",0.00,0.00,1,,,,Brazil
300290 - Other,"645,203",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","14,805",0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"2,214",0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,"1,866",0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"292,612",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","154,716",0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"13,959",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"12,508,752",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","2,661,242",0.00,0.00,2,,,,Brazil
300439 -- Other,"158,473",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",12,0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,2,,,,Brazil
300490 - Other,"47,446,759",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,12,0.00,0.00,1,,,,Brazil
300590 - Other,"58,722",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,012,859",0.00,0.00,2,,,,Brazil
300620 - Blood-grouping reagents,"1,605",0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"1,216,680",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"289,763",0.00,0.00,1,,,,Brazil
300650 - First- Aid boxes and kits,"4,155",0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides","3,595",0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,137,6.50,6.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2004,"43,092,746",0.11,0.11,59,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","30,550",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"4,164,329",0.00,0.00,2,,,,Brazil
300190 - Other,"631,379",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","9,791,945",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"2,898",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"58,501",0.00,0.00,1,,,,Brazil
300290 - Other,"502,299",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"123,619",0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"155,338",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",286,0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"705,329",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,"860,381",0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","2,366,918",0.00,0.00,2,,,,Brazil
300439 -- Other,"138,446",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",,0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,"9,914",0.00,0.00,2,,,,Brazil
300490 - Other,"22,083,408",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"24,119",0.00,0.00,1,,,,Brazil
300590 - Other,"55,391",0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","1,063,373",0.00,0.00,2,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"136,493",0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"186,784",0.00,0.00,1,,,,Brazil
300650 - First- Aid boxes and kits,75,0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",759,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,211,6.50,6.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2003,"27,455,648",0.11,0.11,59,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","32,873",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"3,236,940",0.00,0.00,2,,,,Brazil
300190 - Other,"567,433",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","7,491,926",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"1,273,618",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"83,155",0.00,0.00,1,,,,Brazil
300290 - Other,"178,277",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"4,397,653",0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,,0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"452,808",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",57,0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"213,650",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,90,0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues","154,737",0.00,0.00,2,,,,Brazil
300439 -- Other,"494,843",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,346",0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,2,,,,Brazil
300490 - Other,"7,717,770",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,"23,212",0.00,0.00,1,,,,Brazil
300590 - Other,,0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","984,370",0.00,0.00,2,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"149,861",0.00,0.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"1,029",6.50,6.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2002,"21,305,875",0.11,0.11,59,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","27,758",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"3,195,887",0.00,0.00,2,,,,Brazil
300190 - Other,"416,348",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","3,670,949",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"1,617,810",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"166,579",0.00,0.00,1,,,,Brazil
300290 - Other,"43,553",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","6,810",0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"2,994,750",0.00,0.00,1,,,,Brazil
300331 -- Containing insulin,,0.00,0.00,1,,,,Brazil
300339 -- Other,"1,920",0.00,0.00,1,,,,Brazil
300340 - Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,,0.00,0.00,1,,,,Brazil
300390 - Other,"32,752",0.00,0.00,2,,,,Brazil
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","2,866",0.00,0.00,2,,,,Brazil
300420 - Containing other antibiotics,"1,007,919",0.00,0.00,2,,,,Brazil
300431 -- Containing insulin,,0.00,0.00,2,,,,Brazil
"300432 -- Containing corticosteroid hormones, their derivatives and structural analogues",,0.00,0.00,2,,,,Brazil
300439 -- Other,"3,528",0.00,0.00,2,,,,Brazil
"300440 - Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics","1,362",0.00,0.00,2,,,,Brazil
300450 - Other medicaments containing vitamins or other products of heading 29.36,,0.00,0.00,2,,,,Brazil
300490 - Other,"7,211,211",0.00,0.00,4,,,,Brazil
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Brazil
300590 - Other,113,0.00,0.00,5,,,,Brazil
"300610 - Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics","732,311",0.00,0.00,2,,,,Brazil
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Brazil
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Brazil
300640 - Dental cements and other dental fillings; bone reconstruction cements,"171,450",0.00,0.00,1,,,,Brazil
300650 - First- Aid boxes and kits,,0.00,0.00,1,,,,Brazil
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,3,,,,Brazil
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,6.50,6.50,1,,,,Brazil
300680 - Waste pharmaceuticals,,0.00,0.00,1,,,,Brazil
,2001,"12,584,024",0.00,0.00,57,,,,Brazil
"300110 - Glands and other organs, dried, whether or not powdered","14,892",0.00,0.00,2,,,,Brazil
300120 - Extracts of glands or other organs or of their secretions,"5,369,437",0.00,0.00,2,,,,Brazil
300190 - Other,"538,032",0.00,0.00,3,,,,Brazil
"300210 - Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes","2,855,995",0.00,0.00,4,,,,Brazil
300220 - Vaccines for human medicine,"194,296",0.00,0.00,1,,,,Brazil
300230 - Vaccines for veterinary medicine,"29,910",0.00,0.00,1,,,,Brazil
300290 - Other,"43,727",0.00,0.00,4,,,,Brazil
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","15,250",0.00,0.00,1,,,,Brazil
300320 - Containing other antibiotics,"1,183,344",0.00,0.00,1,,,,Brazil
300331 - - Containing insulin,573,0.00,0.00,1,,,,Brazil
300339 - - Other,,0.00,0.00,1,,,,Brazil
