Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
950659 -- Other,"296,115",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"2,415,117",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"989,651",2.70,2.70,2,,,,United States of America
950669 -- Other,"2,979,749",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,743,018",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","172,602,498",2.70,2.70,2,,,,United States of America
950699 -- Other,"105,049,094",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"5,344,051",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,524,928",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"4,404,321",3.70,3.70,1,,,,United States of America
950790 - Other,"22,163,650",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"161,863",1.70,1.70,1,,,,United States of America
950890 - Other,"17,856,447",1.70,1.70,1,,,,United States of America
,2007,"1,060,878,970",2.12,2.12,66,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","110,666,984",2.09,2.09,18,,,,United States of America
950410 - Video games of a kind used with a television receiver,"23,057,032",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"5,625,231",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","184,299,564",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"33,799,257",2.70,2.70,1,,,,United States of America
950490 - Other,"64,692,287",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,217,138",1.35,1.35,2,,,,United States of America
950590 - Other,"14,708,590",2.70,2.70,1,,,,United States of America
950611 -- Skis,"5,745,342",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"554,751",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,249,732",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"751,212",2.70,2.70,1,,,,United States of America
950629 -- Other,"20,049,798",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","131,875,499",2.70,2.70,1,,,,United States of America
950632 -- Balls,"68,903,560",2.70,2.70,1,,,,United States of America
950639 -- Other,"67,604,833",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"306,362",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","264,452",4.70,4.70,1,,,,United States of America
950659 -- Other,"437,614",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"8,632,218",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"676,054",2.70,2.70,2,,,,United States of America
950669 -- Other,"2,647,518",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,121,202",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","147,557,856",2.70,2.70,2,,,,United States of America
950699 -- Other,"102,441,175",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,908,240",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,783,802",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,143,393",3.70,3.70,1,,,,United States of America
950790 - Other,"22,263,608",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"227,736",1.70,1.70,1,,,,United States of America
950890 - Other,"23,666,932",1.70,1.70,1,,,,United States of America
,2006,"982,310,430",1.89,1.89,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","2,531,704",0.00,0.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","5,579,648",4.70,4.70,2,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear","706,915",0.00,0.00,1,,,,United States of America
950299 -- Other,"614,478",0.00,0.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","5,943,282",0.00,0.00,2,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","11,869,890",0.00,0.00,2,,,,United States of America
950330 - Other construction sets and constructional toys,"7,974,378",1.57,1.57,3,,,,United States of America
950341 -- Stuffed,"4,039,868",4.70,4.70,1,,,,United States of America
950349 -- Other,"7,146,687",0.00,0.00,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"1,137,360",0.00,0.00,1,,,,United States of America
950360 - Puzzles,"1,232,572",2.35,2.35,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","3,539,273",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","5,284,054",2.35,2.35,2,,,,United States of America
950390 - Other,"40,514,658",1.76,1.76,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"13,037,912",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"4,547,959",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","184,193,038",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"24,325,052",2.70,2.70,1,,,,United States of America
950490 - Other,"59,028,090",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,252,481",1.35,1.35,2,,,,United States of America
950590 - Other,"14,498,903",2.70,2.70,1,,,,United States of America
950611 -- Skis,"3,877,004",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"567,042",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,249,420",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"572,579",2.70,2.70,1,,,,United States of America
950629 -- Other,"19,891,227",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","80,530,541",2.70,2.70,1,,,,United States of America
950632 -- Balls,"76,231,643",2.70,2.70,1,,,,United States of America
950639 -- Other,"92,217,879",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"483,645",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","574,437",4.70,4.70,1,,,,United States of America
950659 -- Other,"465,401",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"8,391,313",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"954,557",2.70,2.70,2,,,,United States of America
950669 -- Other,"3,178,953",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,751,494",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","141,285,069",2.70,2.70,2,,,,United States of America
950699 -- Other,"91,442,848",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,421,520",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,343,090",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,150,303",3.70,3.70,1,,,,United States of America
950790 - Other,"18,658,931",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"472,231",1.70,1.70,1,,,,United States of America
950890 - Other,"27,601,101",1.70,1.70,1,,,,United States of America
,2005,"983,593,346",1.89,1.89,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","2,402,232",0.00,0.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","3,938,422",4.70,4.70,2,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear","168,103",0.00,0.00,1,,,,United States of America
950299 -- Other,"196,605",0.00,0.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","5,282,174",0.00,0.00,2,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","12,527,065",0.00,0.00,2,,,,United States of America
950330 - Other construction sets and constructional toys,"11,865,055",1.57,1.57,3,,,,United States of America
950341 -- Stuffed,"3,883,172",4.70,4.70,1,,,,United States of America
950349 -- Other,"4,369,540",0.00,0.00,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"159,407",0.00,0.00,1,,,,United States of America
950360 - Puzzles,"1,119,366",2.35,2.35,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","3,056,131",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","4,912,428",2.35,2.35,2,,,,United States of America
950390 - Other,"36,840,372",1.76,1.76,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"19,273,744",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"4,714,865",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","151,974,163",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"43,264,107",2.70,2.70,1,,,,United States of America
950490 - Other,"54,712,277",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,584,762",1.35,1.35,2,,,,United States of America
950590 - Other,"11,363,384",2.70,2.70,1,,,,United States of America
950611 -- Skis,"3,840,934",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"462,419",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,562,054",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"665,904",2.70,2.70,1,,,,United States of America
950629 -- Other,"22,507,359",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","115,694,593",2.70,2.70,1,,,,United States of America
950632 -- Balls,"71,951,918",2.70,2.70,1,,,,United States of America
950639 -- Other,"88,995,203",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"214,284",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","571,925",4.70,4.70,1,,,,United States of America
950659 -- Other,"365,604",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"7,821,867",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"629,714",2.70,2.70,2,,,,United States of America
950669 -- Other,"2,643,936",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,890,935",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","139,412,922",2.70,2.70,2,,,,United States of America
950699 -- Other,"93,935,474",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"3,857,954",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,627,581",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"2,157,817",3.70,3.70,1,,,,United States of America
950790 - Other,"18,415,266",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"339,901",1.70,1.70,1,,,,United States of America
950890 - Other,"22,420,409",1.70,1.70,1,,,,United States of America
,2004,"1,017,601,026",1.89,1.89,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","1,904,598",0.00,0.00,2,,,,United States of America
"950210 - Dolls, whether or not dressed","5,828,705",4.70,4.70,2,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear","338,366",0.00,0.00,1,,,,United States of America
950299 -- Other,"306,422",0.00,0.00,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","4,534,066",0.00,0.00,2,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","12,391,037",0.00,0.00,2,,,,United States of America
950330 - Other construction sets and constructional toys,"12,701,415",1.57,1.57,3,,,,United States of America
950341 -- Stuffed,"4,416,965",4.70,4.70,1,,,,United States of America
950349 -- Other,"4,136,130",0.00,0.00,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"402,576",0.00,0.00,1,,,,United States of America
950360 - Puzzles,"1,446,333",2.35,2.35,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","3,900,784",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","3,485,384",2.35,2.35,2,,,,United States of America
950390 - Other,"39,368,733",1.76,1.76,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"11,890,517",0.00,0.00,1,,,,United States of America
950420 - Articles and accessories for billiards,"4,376,228",0.00,0.00,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","118,388,701",0.00,0.00,4,,,,United States of America
950440 - Playing cards,"111,097,257",2.70,2.70,1,,,,United States of America
950490 - Other,"51,372,669",0.00,0.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,122,584",1.35,1.35,2,,,,United States of America
950590 - Other,"9,738,806",2.70,2.70,1,,,,United States of America
950611 -- Skis,"5,421,751",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"376,902",3.70,3.70,1,,,,United States of America
950619 -- Other,"2,126,646",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"758,866",2.70,2.70,1,,,,United States of America
950629 -- Other,"18,092,367",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","142,148,042",2.70,2.70,1,,,,United States of America
950632 -- Balls,"75,414,934",2.70,2.70,1,,,,United States of America
950639 -- Other,"76,330,619",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"56,597",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","219,984",4.70,4.70,1,,,,United States of America
950659 -- Other,"302,156",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"5,044,538",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"966,971",2.70,2.70,2,,,,United States of America
950669 -- Other,"3,598,442",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,009,995",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","149,378,137",2.70,2.70,2,,,,United States of America
950699 -- Other,"95,439,041",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,974,904",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,563,209",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"1,292,624",3.70,3.70,1,,,,United States of America
950790 - Other,"16,357,226",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"289,841",1.70,1.70,1,,,,United States of America
950890 - Other,"6,288,961",1.70,1.70,1,,,,United States of America
,2003,"858,872,137",2.19,2.19,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","1,308,934",1.10,1.10,2,,,,United States of America
"950210 - Dolls, whether or not dressed","7,050,645",4.70,4.70,2,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear","161,863",0.70,0.70,1,,,,United States of America
950299 -- Other,"591,131",0.70,0.70,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","4,310,641",0.80,0.80,2,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","10,420,863",0.80,0.80,2,,,,United States of America
950330 - Other construction sets and constructional toys,"6,630,167",2.17,2.17,3,,,,United States of America
950341 -- Stuffed,"3,928,680",4.70,4.70,1,,,,United States of America
950349 -- Other,"6,389,221",0.87,0.87,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"235,357",0.80,0.80,1,,,,United States of America
950360 - Puzzles,"1,195,724",2.85,2.85,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","5,206,122",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","3,717,168",2.75,2.75,2,,,,United States of America
950390 - Other,"39,411,493",2.26,2.26,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"10,116,638",0.60,0.60,1,,,,United States of America
950420 - Articles and accessories for billiards,"5,056,091",0.60,0.60,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","102,736,033",0.60,0.60,4,,,,United States of America
950440 - Playing cards,"44,044,730",2.70,2.70,1,,,,United States of America
950490 - Other,"54,982,676",0.60,0.60,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,791,296",1.65,1.65,2,,,,United States of America
950590 - Other,"9,633,797",2.70,2.70,1,,,,United States of America
950611 -- Skis,"6,082,587",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"659,557",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,238,449",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"830,403",2.70,2.70,1,,,,United States of America
950629 -- Other,"14,824,115",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","117,021,211",2.70,2.70,1,,,,United States of America
950632 -- Balls,"68,529,938",2.70,2.70,1,,,,United States of America
950639 -- Other,"77,674,242",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"34,988",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","991,452",4.70,4.70,1,,,,United States of America
950659 -- Other,"271,183",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"417,435",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"956,441",2.70,2.70,2,,,,United States of America
950669 -- Other,"3,499,062",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,762,910",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","120,885,481",2.70,2.70,2,,,,United States of America
950699 -- Other,"85,831,347",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"3,675,766",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,463,818",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"1,504,598",3.70,3.70,1,,,,United States of America
950790 - Other,"16,819,744",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"406,915",1.70,1.70,1,,,,United States of America
950890 - Other,"8,571,227",1.70,1.70,1,,,,United States of America
,2002,"776,927,782",2.48,2.48,79,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","1,136,355",2.10,2.10,2,,,,United States of America
"950210 - Dolls, whether or not dressed","4,271,145",4.70,4.70,2,,,,United States of America
"950291 -- Garments and accessories therefor, footwear and headgear","211,427",1.40,1.40,1,,,,United States of America
950299 -- Other,"387,890",1.40,1.40,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,560,057",1.60,1.60,2,,,,United States of America
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","9,128,367",1.60,1.60,2,,,,United States of America
950330 - Other construction sets and constructional toys,"3,048,460",2.73,2.73,3,,,,United States of America
950341 -- Stuffed,"2,693,711",4.70,4.70,1,,,,United States of America
950349 -- Other,"2,958,007",1.70,1.70,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"1,007,068",1.60,1.60,1,,,,United States of America
950360 - Puzzles,"968,121",3.30,3.30,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","4,849,967",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","3,336,486",3.15,3.15,2,,,,United States of America
950390 - Other,"38,984,241",2.76,2.76,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"6,935,641",1.10,1.10,1,,,,United States of America
950420 - Articles and accessories for billiards,"6,282,491",1.10,1.10,2,,,,United States of America
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","78,650,194",1.10,1.10,4,,,,United States of America
950440 - Playing cards,"18,098,828",2.70,2.70,1,,,,United States of America
950490 - Other,"45,728,079",1.10,1.10,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,095,371",1.95,1.95,2,,,,United States of America
950590 - Other,"10,577,838",2.70,2.70,1,,,,United States of America
950611 -- Skis,"5,118,784",3.70,3.70,4,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),"732,198",3.70,3.70,1,,,,United States of America
950619 -- Other,"1,779,083",2.70,2.70,1,,,,United States of America
950621 -- Sailboards,"600,121",2.70,2.70,1,,,,United States of America
950629 -- Other,"15,135,250",2.70,2.70,1,,,,United States of America
"950631 -- Clubs, complete","111,632,819",2.70,2.70,1,,,,United States of America
950632 -- Balls,"68,768,841",2.70,2.70,1,,,,United States of America
950639 -- Other,"74,870,897",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"139,842",2.70,2.70,2,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","153,508",4.70,4.70,1,,,,United States of America
950659 -- Other,"182,761",2.70,2.70,1,,,,United States of America
950661 -- Lawn-tennis balls,"263,785",2.70,2.70,1,,,,United States of America
950662 -- Inflatable,"1,326,663",2.70,2.70,2,,,,United States of America
950669 -- Other,"2,686,977",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,074,093",1.80,1.80,3,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","132,266,572",2.70,2.70,2,,,,United States of America
950699 -- Other,"76,641,374",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"4,088,923",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,306,055",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"1,619,190",3.70,3.70,1,,,,United States of America
950790 - Other,"13,874,697",3.70,3.70,1,,,,United States of America
950810 - Travelling circuses and travelling menageries,"1,452,328",1.70,1.70,1,,,,United States of America
950890 - Other,"9,303,278",1.70,1.70,1,,,,United States of America
,2001,"772,664,189",2.79,2.79,78,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","2,836,724",3.20,3.20,2,,,,United States of America
"950210 - Dolls, whether or not dressed","7,911,507",4.70,4.70,2,,,,United States of America
"950291 - - Garments and accessories therefor, footwear and headgear","225,495",2.10,2.10,1,,,,United States of America
950299 - - Other,"503,851",2.10,2.10,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","6,405,024",2.40,2.40,2,,,,United States of America
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","7,818,985",2.40,2.40,2,,,,United States of America
950330 - Other construction sets and constructional toys,"3,695,755",3.30,3.30,3,,,,United States of America
950341 - - Stuffed,"3,522,656",4.70,4.70,1,,,,United States of America
950349 - - Other,"4,582,198",2.53,2.53,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"458,127",2.40,2.40,1,,,,United States of America
950360 - Puzzles,"1,714,238",3.75,3.75,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","4,324,599",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","3,676,225",3.55,3.55,2,,,,United States of America
950390 - Other,"33,627,805",3.26,3.26,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"10,295,200",1.70,1.70,1,,,,United States of America
950420 - Articles and accessories for billiards,"3,103,278",1.70,1.70,2,,,,United States of America
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","65,379,314",1.70,1.70,4,,,,United States of America
950440 - Playing cards,"28,155,780",2.70,2.70,1,,,,United States of America
950490 - Other,"53,245,097",1.70,1.70,2,,,,United States of America
950510 - Articles for Christmas festivities,"3,421,358",2.30,2.30,2,,,,United States of America
950590 - Other,"10,418,635",2.70,2.70,1,,,,United States of America
950611 - - Skis,"14,872,893",3.70,3.70,4,,,,United States of America
950612 - - Ski-fastenings (ski-bindings),"2,143,297",3.70,3.70,1,,,,United States of America
950619 - - Other,"2,471,174",2.70,2.70,1,,,,United States of America
950621 - - Sailboards,"5,412,295",2.70,2.70,1,,,,United States of America
950629 - - Other,"15,727,134",2.70,2.70,1,,,,United States of America
"950631 - - Clubs, complete","99,371,989",2.70,2.70,1,,,,United States of America
950632 - - Balls,"55,922,441",2.70,2.70,1,,,,United States of America
950639 - - Other,"63,061,359",2.70,2.70,2,,,,United States of America
950640 - Articles and equipment for table-tennis,"53,783",2.70,2.70,2,,,,United States of America
"950651 - - Lawn-tennis rackets, whether or not strung","314,803",4.70,4.70,1,,,,United States of America
950659 - - Other,"140,656",2.70,2.70,1,,,,United States of America
950661 - - Lawn-tennis balls,"1,333,035",2.70,2.70,1,,,,United States of America
950662 - - Inflatable,"908,418",2.70,2.70,2,,,,United States of America
950669 - - Other,"2,701,764",1.35,1.35,2,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,272,034",1.80,1.80,3,,,,United States of America
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","117,926,345",2.70,2.70,2,,,,United States of America
950699 - - Other,"81,238,954",1.35,1.35,2,,,,United States of America
950710 - Fishing rods,"3,902,534",3.70,3.70,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","1,432,533",2.70,2.70,2,,,,United States of America
950730 - Fishing reels,"1,399,901",3.70,3.70,1,,,,United States of America
950790 - Other,"12,360,437",3.70,3.70,1,,,,United States of America
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","28,374,559",1.70,1.70,1,,,,United States of America
,2000,"925,990,478",3.07,3.07,76,,,,United States of America
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","3,467,368",4.20,4.20,2,,,,United States of America
"950210 - Dolls, whether or not dressed","5,612,816",4.70,4.70,2,,,,United States of America
"950291 - - Garments and accessories therefor, footwear and headgear","193,026",2.80,2.80,1,,,,United States of America
950299 - - Other,"596,558",2.80,2.80,1,,,,United States of America
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,733,724",3.20,3.20,2,,,,United States of America
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","7,945,703",3.20,3.20,2,,,,United States of America
950330 - Other construction sets and constructional toys,"3,620,898",3.87,3.87,3,,,,United States of America
950341 - - Stuffed,"7,413,248",4.70,4.70,1,,,,United States of America
950349 - - Other,"5,112,877",3.37,3.37,3,,,,United States of America
950350 - Toy musical instruments and apparatus,"524,868",3.20,3.20,1,,,,United States of America
950360 - Puzzles,"1,942,309",4.20,4.20,2,,,,United States of America
"950370 - Other toys, put up in sets or outfits","7,450,282",4.70,4.70,1,,,,United States of America
"950380 - Other toys and models, incorporating a motor","3,696,985",3.95,3.95,2,,,,United States of America
950390 - Other,"36,053,548",3.76,3.76,8,,,,United States of America
950410 - Video games of a kind used with a television receiver,"10,632,191",2.20,2.20,1,,,,United States of America
950420 - Articles and accessories for billiards,"3,473,628",2.20,2.20,2,,,,United States of America
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","76,585,081",2.20,2.20,4,,,,United States of America
950440 - Playing cards,"101,333,010",2.70,2.70,1,,,,United States of America
950490 - Other,"56,192,373",2.20,2.20,2,,,,United States of America
950510 - Articles for Christmas festivities,"4,465,678",2.60,2.60,2,,,,United States of America
950590 - Other,"13,703,697",2.70,2.70,1,,,,United States of America
950611 - - Skis,"13,505,066",3.70,3.70,3,,,,United States of America
950612 - - Ski-fastenings (ski-bindings),"620,786",3.70,3.70,1,,,,United States of America
950619 - - Other,"5,689,447",2.70,2.70,1,,,,United States of America
950621 - - Sailboards,"8,066,035",2.70,2.70,1,,,,United States of America
950629 - - Other,"15,874,397",2.70,2.70,1,,,,United States of America
"950631 - - Clubs, complete","120,472,769",2.70,2.70,1,,,,United States of America
950632 - - Balls,"65,570,647",2.70,2.70,1,,,,United States of America
950639 - - Other,"74,787,572",2.70,2.70,2,,,,United States of America
